DISTRICT,YEAR,DA0GA00N,DA0GR00N,DA0LV00R,DAPID01N,DAPID01R,DAUND00C,DB0GR00N,DH0GR00N,DI0GR00N,DP0GR00N,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPACC,DPETPACP,DPETSPEC,DPETSPEP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR00N,DW0GR00N
'054903,2001,0,39,2.3,1,0.1,8,1,26,0,0,12.2,0,0,0,0,0,2.2,0,6.4,7.7,0,0,0,7.7,0,0,0,37.5,697,95,13.6,17,2.4,556,79.8,54,7.7,57,8.2,40,5.7,58,8.3,54,7.7,40,5.7,53,7.6,54,7.7,36,5.2,56,8,49,7,46,6.6,0,0,87,12.5,57,8.2,43,6.2,480,68.9,0,0,100,14.3,0,0,138,19.8,178,25.5,200,28.7,4,12
'055901,2001,0,52,0,1,0.1,0,0,45,0,0,12.2,6.8,2.7,6.9,2.5,9.1,3.4,0,0,28.6,25,0,0,0,0,0,0,0,698,61,8.7,5,0.7,538,77.1,56,8,53,7.6,58,8.3,43,6.2,67,9.6,50,7.2,51,7.3,41,5.9,63,9,50,7.2,50,7.2,41,5.9,0,0,60,8.6,46,6.6,29,4.2,548,78.5,0,0,79,11.3,16,2.3,78,11.2,140,20.1,129,18.5,7,7
'056901,2001,0,100,0,5,0.3,0,0,20,1,0,7.8,13.9,3,0,0,1.3,1.1,0,4.9,38.9,12.5,9.1,0,0,0,0,0,22.2,1519,94,6.2,41,2.7,787,51.8,128,8.4,124,8.2,105,6.9,110,7.2,103,6.8,120,7.9,115,7.6,109,7.2,107,7,136,9,82,5.4,98,6.5,2,0.1,61,4,92,6.1,88,5.8,471,31,3,0.2,101,6.6,9,0.6,214,14.1,186,12.2,995,65.5,8,79
'056902,2001,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,184,10,5.4,0,0,98,53.3,15,8.2,19,10.3,21,11.4,21,11.4,14,7.6,9,4.9,9,4.9,14,7.6,11,6,15,8.2,12,6.5,11,6,0,0,17,9.2,13,7.1,0,0,48,26.1,0,0,19,10.3,0,0,28,15.2,66,35.9,136,73.9,2,7
'057802,2001,.,.,2.1,4,1.5,4,.,.,.,.,.,.,.,.,.,.,4.4,13.3,.,.,.,.,.,.,.,.,0,.,168,4,2.4,41,24.4,85,50.6,0,0,0,0,0,0,0,0,0,0,0,0,45,26.8,46,27.4,40,23.8,30,17.9,7,4.2,0,0,0,0,0,0,0,0,0,0,99,58.9,2,1.2,4,2.4,0,0,3,1.8,0,0,26,15.5,.,.
'057803,2001,.,.,2.3,102,11.8,7,.,.,.,.,.,.,.,.,0,0,2.2,0,.,.,.,.,.,.,0,0,0,.,753,0,0,74,9.8,19,2.5,57,7.6,53,7,51,6.8,58,7.7,77,10.2,107,14.2,108,14.3,96,12.7,74,9.8,46,6.1,26,3.5,0,0,0,0,273,36.3,0,0,0,0,54,7.2,3,0.4,0,0,134,17.8,13,1.7,54,7.2,488,64.8,.,.
'057804,2001,0,245,0.7,1,0,12,125,100,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,817,12,1.5,392,48,428,52.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,273,33.4,221,27.1,176,21.5,147,18,0,0,0,0,0,0,0,0,371,45.4,4,0.5,21,2.6,4,0.5,67,8.2,294,36,46,5.6,5,19
'057805,2001,.,.,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,.,.,.,.,100,103,33,32,18,17.5,65,63.1,10,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,24.3,68,66,55,53.4,0,0,37,35.9,2,1.9,4,3.9,0,0,28,27.2,.,.
'057806,2001,0,2,5.3,18,3.5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,.,.,0,0,0,0,0,0,.,410,0,0,264,64.4,202,49.3,8,2,14,3.4,16,3.9,16,3.9,16,3.9,14,3.4,12,2.9,18,4.4,117,28.5,82,20,56,13.7,35,8.5,0,0,0,0,6,1.5,0,0,101,24.6,1,0.2,5,1.2,4,1,26,6.3,269,65.6,40,9.8,2,1
'057807,2001,.,.,4.6,50,6.6,4,.,.,.,.,1.8,0,1.4,3.8,0,3.3,11.4,0,0,.,.,0,0,0,0,.,.,0,708,0,0,417,58.9,339,47.9,91,12.9,70,9.9,86,12.1,112,15.8,68,9.6,75,10.6,52,7.3,48,6.8,26,3.7,0,0,0,0,0,0,0,0,61,8.6,80,11.3,0,0,108,15.3,1,0.1,0,0,9,1.3,12,1.7,0,0,173,24.4,.,.
'057808,2001,.,.,2.6,162,19.1,3,.,.,.,.,0,0,0,5.3,0,0,0,0,2.3,.,.,.,0,0,0,0,0,.,768,3,0.4,515,67.1,319,41.5,90,11.7,93,12.1,74,9.6,68,8.9,69,9,71,9.2,62,8.1,54,7,28,3.6,8,1,6,0.8,0,0,0,0,32,4.2,82,10.7,63,8.2,37,4.8,6,0.8,0,0,37,4.8,37,4.8,0,0,173,22.5,.,.
'057809,2001,.,.,0,23,12,0,.,.,.,.,14.3,8.3,16.7,14.3,0,.,.,.,0,.,.,.,0,.,.,.,.,.,192,0,0,89,46.4,164,85.4,34,17.7,18,9.4,17,8.9,19,9.9,14,7.3,17,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,18.8,37,19.3,90,46.9,4,2.1,0,0,0,0,7,3.6,0,0,9,4.7,.,.
'057810,2001,.,.,0,38,15.3,0,.,.,.,.,0,0,0,9.1,0,0,.,.,0,.,0,.,0,0,.,.,.,.,249,0,0,244,98,133,53.4,47,18.9,36,14.5,32,12.9,30,12,18,7.2,20,8,18,7.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,19.3,0,0,4,1.6,0,0,0,0,0,0,4,1.6,0,0,1,0.4,.,.
'057811,2001,.,.,0,0,0,0,.,.,.,.,0,0,0,0,8.3,0,0,.,0,.,.,.,.,.,.,.,.,.,283,0,0,282,99.6,65,23,40,14.1,33,11.7,37,13.1,26,9.2,21,7.4,18,6.4,13,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,10.6,65,23,1,0.4,0,0,0,0,0,0,2,0.7,0,0,0,0,.,.
'057813,2001,.,.,0,170,27.5,0,.,.,.,.,0,7.4,4,9.1,14.6,.,.,.,2.4,.,.,.,.,.,.,.,.,.,613,0,0,153,25,561,91.5,118,19.2,91,14.8,85,13.9,79,12.9,75,12.2,68,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,15.8,0,0,446,72.8,5,0.8,0,0,0,0,16,2.6,0,0,9,1.5,.,.
'057814,2001,.,.,15.9,110,4.5,342,.,.,.,.,.,.,.,0,0,8,9.4,22.1,.,.,.,.,.,0,0,11.1,25,.,457,0,0,185,40.5,457,100,0,0,0,0,0,0,1,0.2,2,0.4,10,2.2,36,7.9,75,16.4,230,50.3,71,15.5,26,5.7,6,1.3,0,0,0,0,0,0,0,0,167,36.5,3,0.7,0,0,10,2.2,61,13.3,0,0,92,20.1,.,.
'057815,2001,.,.,0,134,15.5,0,.,.,.,.,8.8,6.1,3.6,0,0,8.7,0,4.2,0,0,.,.,0,0,0,0,0,.,745,0,0,681,91.4,552,74.1,67,9,52,7,50,6.7,51,6.8,46,6.2,58,7.8,67,9,63,8.5,45,6,32,4.3,8,1.1,0,0,0,0,0,0,61,8.2,145,19.5,57,7.7,1,0.1,0,0,1,0.1,20,2.7,6,0.8,5,0.7,.,.
'057816,2001,.,.,0,26,11.3,0,.,.,.,.,0,0,0,.,.,.,.,.,0,.,.,.,.,.,.,.,.,.,231,0,0,219,94.8,201,87,39,16.9,21,9.1,22,9.5,21,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,16.9,89,38.5,10,4.3,0,0,0,0,1,0.4,0,0,0,0,1,0.4,.,.
'057817,2001,.,.,0,22,11.3,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,0,195,0,0,180,92.3,1,0.5,30,15.4,28,14.4,34,17.4,31,15.9,33,16.9,23,11.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8.2,0,0,13,6.7,0,0,0,0,0,0,72,36.9,0,0,2,1,.,.
'057818,2001,.,.,62.2,32,25,51,.,.,.,.,.,.,.,0,0,0,0,0,.,.,.,.,.,0,0,0,0,.,126,0,0,112,88.9,119,94.4,0,0,0,0,0,0,12,9.5,11,8.7,14,11.1,23,18.3,24,19,16,12.7,20,15.9,6,4.8,0,0,0,0,0,0,0,0,0,0,12,9.5,0,0,8,6.3,0,0,12,9.5,103,81.7,2,1.6,.,.
'057819,2001,.,.,4.5,20,18,1,.,.,.,.,0,.,0,0,.,.,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,22,20.4,48,44.4,12,11.1,14,13,6,5.6,5,4.6,6,5.6,7,6.5,9,8.3,8,7.4,9,8.3,10,9.3,6,5.6,2,1.9,0,0,0,0,8,7.4,6,5.6,19,17.6,0,0,0,0,6,5.6,78,72.2,0,0,61,56.5,.,.
'057820,2001,0,5,8.9,80,8.4,25,0,0,0,0,4.5,4,0,2.9,3.4,0,4.1,10,2.6,.,.,.,.,.,.,.,.,.,793,0,0,160,20.2,590,74.4,62,7.8,57,7.2,65,8.2,64,8.1,78,9.8,59,7.4,75,9.5,59,7.4,45,5.7,43,5.4,19,2.4,9,1.1,0,0,0,0,67,8.4,91,11.5,246,31,16,2,8,1,1,0.1,53,6.7,124,15.6,370,46.7,0,5
'057821,2001,.,.,0,9,14.1,0,.,.,.,.,7.7,0,0,.,.,.,.,.,27.3,.,.,.,.,.,.,.,.,.,64,18,28.1,14,21.9,51,79.7,13,20.3,19,29.7,4,6.3,11,17.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,26.6,0,0,45,70.3,1,1.6,18,28.1,0,0,4,6.3,0,0,4,6.3,.,.
'057823,2001,0,1,5.7,0,0,7,1,0,0,0,.,.,.,.,.,.,.,66.7,.,.,.,.,.,.,.,.,.,.,88,0,0,86,97.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,6.8,27,30.7,18,20.5,14,15.9,16,18.2,0,0,0,0,0,0,0,0,2,2.3,0,0,0,0,0,0,2,2.3,0,0,0,0,0,0
'057825,2001,0,111,4.4,751,20,73,46,16,0,2,100,0,0,0,0,0,0,27.8,0,0,66.7,33.3,33.3,50,25,0,0,100,1713,6,0.4,574,33.5,440,25.7,8,0.5,3,0.2,7,0.4,17,1,18,1.1,28,1.6,50,2.9,97,5.7,448,26.2,367,21.4,307,17.9,270,15.8,24,1.4,1,0.1,9,0.5,60,3.5,350,20.4,3,0.2,20,1.2,22,1.3,152,8.9,1242,72.5,764,44.6,0,47
'057827,2001,.,.,.,34,29.1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,117,0,0,76,65,83,70.9,21,17.9,13,11.1,19,16.2,10,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,17.9,33,28.2,26,22.2,1,0.9,0,0,0,0,0,0,0,0,14,12,.,.
'057828,2001,.,.,.,157,23.9,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,533,0,0,56,10.5,109,20.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3.9,77,14.4,127,23.8,308,57.8,0,0,0,0,0,0,0,0,157,29.5,6,1.1,0,0,13,2.4,71,13.3,264,49.5,301,56.5,.,.
'057829,2001,.,.,.,16,19.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,82,0,0,30,36.6,7,8.5,8,9.8,14,17.1,7,8.5,9,11,6,7.3,9,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,20,24.4,36,43.9,1,1.2,0,0,0,0,0,0,0,0,15,18.3,.,.
'057830,2001,.,.,.,21,16.7,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,126,0,0,63,50,10,7.9,11,8.7,17,13.5,16,12.7,5,4,10,7.9,15,11.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10.3,39,31,48,38.1,0,0,0,0,0,0,0,0,0,0,15,11.9,.,.
'057903,2001,0,1050,0.3,1589,5.7,34,89,208,5,157,2.6,2.2,1.1,1,0.2,0.5,0.8,1.3,1.8,7.8,4.4,2.9,3,0.8,0,2,1.7,7.6,24134,4660,19.3,2556,10.6,8690,36,1916,7.9,1846,7.6,1924,8,1927,8,1777,7.4,1823,7.6,1848,7.7,1794,7.4,2076,8.6,1853,7.7,1451,6,1226,5.1,73,0.3,1500,6.2,1868,7.7,732,3,8189,33.9,147,0.6,4870,20.2,3147,13,2462,10.2,3908,16.2,10095,41.8,42,591
'057904,2001,0,372,0.3,184,2.4,11,123,40,2,11,3.8,1.8,0.9,0.2,0,0,0.7,1.3,0.4,8.5,0,0,0,0,0,0,5.7,8.6,6481,147,2.3,2847,43.9,1739,26.8,428,6.6,484,7.5,518,8,459,7.1,534,8.2,536,8.3,565,8.7,548,8.5,660,10.2,508,7.8,435,6.7,354,5.5,16,0.2,467,7.2,381,5.9,55,0.8,976,15.1,36,0.6,159,2.5,129,2,641,9.9,1248,19.3,2493,38.5,38,196
'057905,2001,8,5837,0.7,8329,4.6,459,2672,2305,22,146,6.7,4.1,2.8,2.3,1.5,1.3,4.8,4.5,0.9,9.1,6.6,1.9,2.2,1.6,2.3,3.3,6.9,4.2,161548,47059,29.1,57951,35.9,120165,74.4,14958,9.3,14102,8.7,13811,8.5,13126,8.1,12600,7.8,11958,7.4,11794,7.3,11708,7.2,14566,9,9250,5.7,7265,4.5,5949,3.7,286,0.2,31406,19.4,13523,8.4,6652,4.1,88115,54.5,596,0.4,53053,32.8,2239,1.4,13130,8.1,29231,18.1,12647,7.8,407,692
'057906,2001,0,316,0.9,128,1.6,33,142,26,0,6,3.8,3,0.5,1.2,2.6,1.1,2.8,0.6,1.9,12,0,1,0,1.3,3.8,1.5,3.5,3.1,6941,152,2.2,3916,56.4,2325,33.5,440,6.3,471,6.8,495,7.1,560,8.1,579,8.3,590,8.5,655,9.4,621,8.9,627,9,527,7.6,512,7.4,361,5.2,11,0.2,484,7,399,5.7,93,1.3,776,11.2,18,0.3,182,2.6,76,1.1,785,11.3,1072,15.4,2155,31,17,142
'057907,2001,0,707,0.1,51,0.4,3,215,96,2,22,4.8,0.7,1.4,0.3,0.6,0.2,3.4,2,2.1,4.1,2.2,2,1.6,0.8,2.5,1.6,11.8,9.3,10423,649,6.2,4558,43.7,3890,37.3,651,6.2,736,7.1,793,7.6,762,7.3,815,7.8,858,8.2,876,8.4,923,8.9,1082,10.4,687,6.6,771,7.4,690,6.6,20,0.2,1119,10.7,585,5.6,174,1.7,2207,21.2,29,0.3,693,6.6,276,2.6,1098,10.5,2590,24.8,3353,32.2,34,372
'057909,2001,9,2500,0.2,904,1.6,35,386,439,12,189,4.9,2.9,1.9,1.7,0.5,0.3,1.9,0.7,2.1,9,4.7,2.4,0.6,0.6,0.8,1.8,2.4,8.9,50312,6690,13.3,8439,16.8,16615,33,4030,8,3905,7.8,4055,8.1,4004,8,3960,7.9,3952,7.9,4126,8.2,3878,7.7,4354,8.7,3557,7.1,3017,6,2712,5.4,184,0.4,3516,7,3522,7,1056,2.1,14511,28.8,311,0.6,6783,13.5,3288,6.5,6289,12.5,9881,19.6,23763,47.2,196,1474
'057910,2001,0,1000,1.2,103,0.4,106,141,339,3,55,7.4,4,3.1,1.8,1.8,2.6,4.4,3.1,3.9,16.1,7,4.4,1.7,2.6,3.3,4.9,4.7,15.6,20257,2243,11.1,2867,14.2,10286,50.8,1666,8.2,1637,8.1,1663,8.2,1614,8,1597,7.9,1550,7.7,1634,8.1,1544,7.6,1792,8.8,1369,6.8,1181,5.8,973,4.8,61,0.3,1454,7.2,1558,7.7,418,2.1,9762,48.2,148,0.7,2472,12.2,853,4.2,2925,14.4,2759,13.6,6627,32.7,75,462
'057911,2001,0,384,1.8,145,2.2,50,1,3,0,7,3.2,3.1,1,0.7,0,0.5,0.5,0,2.4,2.9,7.3,3.7,4.9,0,0,0,2.1,0,5848,14,0.2,10,0.2,0,0,415,7.1,479,8.2,413,7.1,489,8.4,501,8.6,493,8.4,467,8,497,8.5,489,8.4,426,7.3,427,7.3,413,7.1,11,0.2,1186,20.3,326,5.6,2,0,78,1.3,10,0.2,31,0.5,97,1.7,453,7.7,0,0,5653,96.7,44,373
'057912,2001,0,1194,0.4,507,1.5,46,156,364,10,96,6,1.6,1.2,1.4,0.8,2.1,4.5,2.9,1,7.9,5.6,2.8,1.3,3.5,0.8,5.3,0.9,5.6,29097,8107,27.9,3982,13.7,16101,55.3,2497,8.6,2513,8.6,2352,8.1,2350,8.1,2334,8,2128,7.3,2201,7.6,1972,6.8,2207,7.6,1951,6.7,1558,5.4,1312,4.5,80,0.3,2307,7.9,2329,8,1313,4.5,14209,48.8,155,0.5,8598,29.5,1580,5.4,3017,10.4,5520,19,9171,31.5,102,568
'057913,2001,0,236,0.7,56,1.1,14,156,22,0,1,1.6,1.3,0.4,0.8,1.4,0.7,3.8,3.1,1.3,7.5,4.3,2.9,5.7,1.6,0,7.1,1.8,8.3,4206,179,4.3,2885,68.6,1990,47.3,283,6.7,307,7.3,297,7.1,354,8.4,321,7.6,363,8.6,349,8.3,362,8.6,364,8.7,300,7.1,261,6.2,261,6.2,0,0,258,6.1,275,6.5,109,2.6,570,13.6,9,0.2,204,4.9,16,0.4,525,12.5,803,19.1,726,17.3,26,57
'057914,2001,0,1704,0.2,325,0.9,32,211,246,5,104,2.7,1.3,0.5,0.6,0.5,0.4,2,1.1,1.8,8.5,2.5,0.2,0,0.6,2.2,4.3,5.2,5.4,32334,1629,5,5782,17.9,9400,29.1,2347,7.3,2507,7.8,2537,7.8,2541,7.9,2616,8.1,2605,8.1,2703,8.4,2584,8,2876,8.9,2458,7.6,2094,6.5,1882,5.8,113,0.3,2001,6.2,2043,6.3,428,1.3,6396,19.8,205,0.6,1831,5.7,1274,3.9,4661,14.4,7271,22.5,18677,57.8,174,1138
'057916,2001,37,1927,0.5,455,1.1,87,251,180,3,190,3.1,1.9,1.4,1,0.7,0.4,4,2.6,1.3,8.6,3.6,0.9,0.9,1.3,0.5,8.4,6.1,1.5,35138,6176,17.6,8127,23.1,12142,34.6,2725,7.8,2762,7.9,2723,7.7,2700,7.7,2709,7.7,2696,7.7,2921,8.3,2770,7.9,2737,7.8,2610,7.4,2255,6.4,2098,6,154,0.4,2751,7.8,2345,6.7,933,2.7,7284,20.7,132,0.4,6265,17.8,3119,8.9,4014,11.4,6173,17.6,16476,46.9,110,1303
'057919,2001,.,.,0,4,0.9,0,.,.,.,.,8.7,3,0,0,0,0,0,0,6.5,0,0,0,0,0,0,0,0,25,376,3,0.8,19,5.1,22,5.9,37,9.8,35,9.3,44,11.7,36,9.6,41,10.9,53,14.1,47,12.5,56,14.9,0,0,0,0,0,0,0,0,0,0,51,13.6,27,7.2,0,0,32,8.5,3,0.8,3,0.8,26,6.9,42,11.2,0,0,296,78.7,.,.
'057920,2001,0,138,1.8,15,0.4,26,123,11,0,0,2.9,3.3,1.7,1.7,0.4,0,0.5,0.5,0,8.3,0,0,0,5.9,0,0,4,0,3283,274,8.3,2426,73.9,2361,71.9,284,8.7,236,7.2,220,6.7,231,7,241,7.3,219,6.7,248,7.6,225,6.9,246,7.5,212,6.5,142,4.3,143,4.4,0,0,242,7.4,254,7.7,382,11.6,678,20.7,8,0.2,294,9,3,0.1,204,6.2,678,20.7,168,5.1,8,4
'057922,2001,0,465,0,11,0.1,0,17,22,2,50,7.6,0.3,0.3,0,0.2,0.5,0.5,0.2,1.9,12.7,2,1,0,0,0,1.5,0,3.8,9243,371,4,300,3.2,277,3,814,8.8,749,8.1,776,8.4,762,8.2,782,8.5,746,8.1,730,7.9,716,7.7,692,7.5,660,7.1,573,6.2,432,4.7,34,0.4,1637,17.7,732,7.9,45,0.5,678,7.3,30,0.3,440,4.8,1138,12.3,643,7,962,10.4,7097,76.8,14,374
'058902,2001,0,7,0,0,0,0,0,2,0,0,0,0,8.3,0,0,0,0,0,8.3,0,0,.,0,.,0,0,.,0,167,29,17.4,0,0,85,50.9,15,9,15,9,15,9,11,6.6,9,5.4,10,6,13,7.8,15,9,11,6.6,12,7.2,14,8.4,13,7.8,1,0.6,6,3.6,13,7.8,0,0,53,31.7,0,0,29,17.4,0,0,14,8.4,60,35.9,114,68.3,0,5
'058905,2001,7,13,0,0,0,0,0,1,0,0,21.4,5.9,13,0,0,0,0,0,6.7,0,0,.,25,0,.,0,0,0,225,23,10.2,0,0,82,36.4,17,7.6,16,7.1,20,8.9,21,9.3,15,6.7,22,9.8,15,6.7,21,9.3,17,7.6,15,6.7,15,6.7,16,7.1,1,0.4,16,7.1,14,6.2,0,0,80,35.6,0,0,23,10.2,1,0.4,23,10.2,62,27.6,144,64,0,12
'058906,2001,0,149,0,2,0.1,0,6,84,1,0,6.2,6.8,2.6,0.6,0.6,0.6,0,0.6,2.5,20,0,0,0,0,0,0,0,17.6,2404,217,9,105,4.4,1545,64.3,184,7.7,159,6.6,174,7.2,159,6.6,166,6.9,185,7.7,179,7.4,182,7.6,200,8.3,196,8.2,186,7.7,165,6.9,3,0.1,112,4.7,189,7.9,77,3.2,1660,69.1,2,0.1,270,11.2,9,0.4,281,11.7,573,23.8,628,26.1,27,58
'058909,2001,0,25,0,1,0.4,0,0,7,0,0,16.7,8.3,0,0,0,0,0,5.6,14.3,0,0,0,0,0,0,0,0,0,213,17,8,0,0,127,59.6,16,7.5,15,7,13,6.1,14,6.6,14,6.6,16,7.5,14,6.6,14,6.6,21,9.9,21,9.9,17,8,17,8,0,0,3,1.4,7,3.3,14,6.6,128,60.1,0,0,17,8,0,0,26,12.2,43,20.2,85,39.9,4,18
'059901,2001,0,259,0,6,0.1,1,4,166,0,2,3.7,1.2,0,0.4,0,0,2,1.5,2.4,3.2,7,5.1,2.8,0,5,4,6.3,4.8,4028,458,11.4,72,1.8,2826,70.2,263,6.5,333,8.3,303,7.5,283,7,268,6.7,298,7.4,323,8,305,7.6,369,9.2,298,7.4,280,7,253,6.3,14,0.3,161,4,281,7,157,3.9,3044,75.6,1,0,525,13,6,0.1,543,13.5,1211,30.1,905,22.5,21,87
'059902,2001,.,.,0,0,0,0,.,.,.,.,0,0,0,0,0,0,.,.,0,0,0,0,0,0,0,.,.,0,146,0,0,0,0,96,65.8,21,14.4,19,13,18,12.3,19,13,21,14.4,17,11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4.1,17,11.6,14,9.6,68,46.6,0,0,2,1.4,2,1.4,12,8.2,0,0,76,52.1,.,.
'060902,2001,0,60,0,2,0.2,0,6,1,0,0,0,0,0,1.8,0,1.8,4.8,5.2,3.6,0,7.7,9.1,0,0,0,0,7.1,16.7,948,3,0.3,170,17.9,424,44.7,62,6.5,77,8.1,70,7.4,74,7.8,81,8.5,80,8.4,66,7,81,8.5,67,7.1,67,7.1,56,5.9,43,4.5,0,0,56,5.9,72,7.6,52,5.5,27,2.8,5,0.5,3,0.3,1,0.1,179,18.9,164,17.3,745,78.6,5,53
'060914,2001,0,16,0,0,0,0,9,1,0,1,8.3,0,0,0,10,0,0,0,5,16.7,0,0,0,0,0,0,0,50,251,7,2.8,94,37.5,162,64.5,19,7.6,14,5.6,18,7.2,16,6.4,19,7.6,12,4.8,22,8.8,17,6.8,22,8.8,15,6,20,8,10,4,0,0,15,6,18,7.2,29,11.6,13,5.2,0,0,7,2.8,0,0,41,16.3,53,21.1,144,57.4,3,5
'061901,2001,0,632,1,106,0.7,65,61,70,2,10,2.4,1.7,0.7,0.1,0.2,1.5,3.4,0.5,2.4,5.7,3.2,1.8,0.6,5.6,5.8,5.7,8.2,8.8,13645,1478,10.8,1554,11.4,4432,32.5,1069,7.8,1078,7.9,1023,7.5,1078,7.9,1060,7.8,1078,7.9,1016,7.4,1028,7.5,1250,9.2,939,6.9,833,6.1,721,5.3,87,0.6,1613,11.8,1055,7.7,330,2.4,3048,22.3,81,0.6,1626,11.9,223,1.6,1849,13.6,2686,19.7,8739,64,56,489
'061902,2001,0,1931,2.7,389,0.9,447,136,154,7,62,10,1.5,0.7,0.5,0.4,1.8,2.3,1.4,1.4,14.2,1.9,1.5,1.2,1.1,2.3,5.4,4.5,4.3,39096,1931,4.9,2788,7.1,3807,9.7,3578,9.2,3221,8.2,3179,8.1,3219,8.2,3217,8.2,3182,8.1,3096,7.9,3013,7.7,3139,8,2876,7.4,2428,6.2,2034,5.2,179,0.5,2575,6.6,2735,7,0,0,4799,12.3,174,0.4,2384,6.1,1789,4.6,4864,12.4,6319,16.2,29546,75.6,124,1572
'061903,2001,0,65,1.3,3,0.2,8,2,0,0,0,3.7,0,0,0,0,3.8,4.1,2.4,3.1,8,6.7,0,0,0,0,0,0,6.7,1374,124,9,52,3.8,421,30.6,91,6.6,112,8.2,124,9,109,7.9,107,7.8,126,9.2,100,7.3,113,8.2,105,7.6,103,7.5,81,5.9,64,4.7,11,0.8,123,9,99,7.2,29,2.1,237,17.2,8,0.6,125,9.1,3,0.2,201,14.6,263,19.1,1074,78.2,12,63
'061905,2001,0,61,1.3,11,0.9,7,1,1,0,0,6.5,1.3,0,0,0,1.4,0,1.3,1.5,10,0,0,0,0,0,0,9.5,0,1121,36,3.2,9,0.8,247,22,83,7.4,79,7,96,8.6,90,8,83,7.4,81,7.2,92,8.2,107,9.5,105,9.4,66,5.9,60,5.4,53,4.7,2,0.2,60,5.4,64,5.7,60,5.4,101,9,2,0.2,36,3.2,2,0.2,192,17.1,183,16.3,1007,89.8,2,59
'061906,2001,0,31,1.6,1,0.1,5,1,2,0,1,0,1.7,2.3,3.7,0,0,4.3,11.8,4.3,9.1,0,11.1,0,0,8.3,14.3,12.5,8.3,715,21,2.9,6,0.8,140,19.6,68,9.5,56,7.8,63,8.8,55,7.7,58,8.1,62,8.7,63,8.8,59,8.3,53,7.4,36,5,41,5.7,26,3.6,0,0,62,8.7,61,8.5,14,2,58,8.1,4,0.6,24,3.4,1,0.1,109,15.2,131,18.3,646,90.3,5,27
'061907,2001,0,63,5,60,5.2,26,0,6,0,1,2.3,0,1.5,0,0,0,0,1.9,6,10,0,0,0,0,7.7,8.3,0,12.5,990,32,3.2,0,0,184,18.6,73,7.4,57,5.8,84,8.5,88,8.9,71,7.2,79,8,92,9.3,78,7.9,76,7.7,82,8.3,61,6.2,66,6.7,8,0.8,76,7.7,75,7.6,0,0,80,8.1,1,0.1,33,3.3,44,4.4,155,15.7,225,22.7,865,87.4,11,56
