CAMPUS,YEAR,C200A001212R,C200A001213R,C200AC01212R,C200AC01213R,C200AM01212R,C200AM01213R,C200AR01212R,C200AR01213R,C200AS01212R,C200AS01213R,C200AW01212R,C200AW01213R,C300A001212R,C300A001213R,C300AC01212R,C300AC01213R,C300AM01212R,C300AM01213R,C300AR01212R,C300AR01213R,C300AS01212R,C300AS01213R,C300AW01212R,C300AW01213R,C400A001212R,C400A001213R,C400AC01212R,C400AC01213R,C400AM01212R,C400AM01213R,C400AR01212R,C400AR01213R,C400AS01212R,C400AS01213R,C400AW01212R,C400AW01213R,CA00A001212R,CA00A001213R,CA00AC01212R,CA00AC01213R,CA00AM01212R,CA00AM01213R,CA00AR01212R,CA00AR01213R,CA00AS01212R,CA00AS01213R,CA00AW01212R,CA00AW01213R,CB00A001212R,CB00A001213R,CB00AC01212R,CB00AC01213R,CB00AM01212R,CB00AM01213R,CB00AR01212R,CB00AR01213R,CB00AS01212R,CB00AS01213R,CB00AW01212R,CB00AW01213R,CE00A001212R,CE00A001213R,CE00AC01212R,CE00AC01213R,CE00AM01212R,CE00AM01213R,CE00AR01212R,CE00AR01213R,CE00AS01212R,CE00AS01213R,CE00AW01212R,CE00AW01213R,CF00A001212R,CF00A001213R,CF00AC01212R,CF00AC01213R,CF00AM01212R,CF00AM01213R,CF00AR01212R,CF00AR01213R,CF00AS01212R,CF00AS01213R,CF00AW01212R,CF00AW01213R,CH00A001212R,CH00A001213R,CH00AC01212R,CH00AC01213R,CH00AM01212R,CH00AM01213R,CH00AR01212R,CH00AR01213R,CH00AS01212R,CH00AS01213R,CH00AW01212R,CH00AW01213R,CI00A001212R,CI00A001213R,CI00AC01212R,CI00AC01213R,CI00AM01212R,CI00AM01213R,CI00AR01212R,CI00AR01213R,CI00AS01212R,CI00AS01213R,CI00AW01212R,CI00AW01213R,CL00A001212R,CL00A001213R,CL00AC01212R,CL00AC01213R,CL00AM01212R,CL00AM01213R,CL00AR01212R,CL00AR01213R,CL00AS01212R,CL00AS01213R,CL00AW01212R,CL00AW01213R,CM00A001212R,CM00A001213R,CM00AC01212R,CM00AC01213R,CM00AM01212R,CM00AM01213R,CM00AR01212R,CM00AR01213R,CM00AS01212R,CM00AS01213R,CM00AW01212R,CM00AW01213R,CR00A001212R,CR00A001213R,CR00AC01212R,CR00AC01213R,CR00AM01212R,CR00AM01213R,CR00AR01212R,CR00AR01213R,CR00AS01212R,CR00AS01213R,CR00AW01212R,CR00AW01213R,CS00A001212R,CS00A001213R,CS00AC01212R,CS00AC01213R,CS00AM01212R,CS00AM01213R,CS00AR01212R,CS00AR01213R,CS00AS01212R,CS00AS01213R,CS00AW01212R,CS00AW01213R,CW00A001212R,CW00A001213R,CW00AC01212R,CW00AC01213R,CW00AM01212R,CW00AM01213R,CW00AR01212R,CW00AR01213R,CW00AS01212R,CW00AS01213R,CW00AW01212R,CW00AW01213R
'053001103,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,18,8,14,13,12,20,18,.,.,36,38,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,16,16,7,17,11,14,14,16,.,.,34,26,15,17,8,10,7,8,16,19,.,.,38,47,15,15,3,13,10,11,16,14,.,.,35,32,.,.,.,.,.,.,.,.,.,.,.,.,0,4,-1,-1,-1,0,-1,0,.,.,-1,17,22,19,8,19,20,16,24,18,.,.,33,29,3,7,-1,9,0,6,0,4,.,.,17,14,21,21,-1,-1,22,20,11,13,.,.,-1,-1,32,33,30,22,26,19,35,39,.,.,42,70
'054901001,13,100,83,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,16,28,16,29,14,21,13,26,15,33,24,31,7,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,9,22,8,23,11,13,8,20,8,27,-1,28,20,30,19,24,19,24,14,25,18,34,44,46,7,21,6,21,10,15,3,17,6,26,-1,25,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,13,26,13,33,10,18,13,26,13,32,-1,22,2,7,0,11,7,2,0,7,0,10,-1,9,6,2,-1,0,-1,-1,-1,9,-1,0,-1,-1,29,45,31,44,13,41,31,50,31,47,-1,44
'054901041,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,27,17,29,26,20,34,38,0,8,19,31,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,20,18,21,18,21,12,30,28,0,12,0,15,28,31,19,31,24,22,42,45,0,0,33,40,17,15,13,-1,22,9,25,22,0,-1,0,22,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,20,23,16,27,29,19,26,29,0,-1,0,21,5,8,-1,11,8,8,4,8,-1,-1,-1,-1,23,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,38,46,33,55,38,38,52,62,-1,18,36,40
'054901101,13,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,23,23,21,19,24,22,25,26,.,.,20,23,46,43,-1,-1,-1,-1,-1,-1,.,.,-1,.,16,18,14,8,17,19,16,21,.,.,17,17,20,21,16,-1,24,25,20,22,.,.,-1,20,15,14,17,0,15,15,16,13,.,.,0,22,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,28,26,28,33,23,18,31,30,.,.,38,27,7,14,-1,-1,15,8,0,19,.,.,-1,14,33,38,-1,.,-1,-1,-1,50,.,.,.,-1,36,50,29,-1,41,44,33,56,.,.,-1,33
'054901200,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.
'054902001,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,14,13,12,6,10,7,20,28,8,9,25,13,15,10,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,14,14,7,11,9,18,25,9,11,25,14,12,8,0,3,3,2,20,21,5,3,32,8,14,13,11,8,8,5,19,27,11,10,29,14,.,-1,.,.,.,-1,.,-1,.,.,.,-1,-1,6,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,19,21,10,17,13,20,34,10,17,11,19,4,9,6,2,4,7,4,18,0,6,11,10,16,13,25,8,13,11,13,13,-1,14,-1,-1,14,15,9,0,13,13,27,36,0,9,-1,9
'054902102,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,24,24,18,17,26,24,28,23,.,.,0,32,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,21,23,13,20,25,23,24,21,.,.,0,29,21,24,-1,21,24,29,26,19,.,.,0,25,23,22,-1,20,26,22,29,21,.,.,0,29,.,.,.,.,.,.,.,.,.,.,.,.,11,-1,-1,.,14,-1,-1,-1,.,.,-1,.,27,24,-1,-1,29,19,29,28,.,.,-1,36,12,7,-1,-1,9,5,19,8,.,.,-1,-1,18,24,-1,-1,17,24,22,24,.,.,-1,-1,24,38,-1,-1,24,38,24,50,.,.,-1,-1
'054903001,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,18,20,10,18,9,16,33,38,14,12,27,15,.,.,.,.,.,.,.,.,.,.,.,.,14,16,4,15,9,12,29,32,8,6,21,13,18,21,16,17,6,16,25,40,13,7,47,23,13,14,6,11,6,13,24,32,12,9,19,5,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,18,20,6,19,11,16,41,36,16,16,14,11,3,5,0,2,0,0,12,17,4,0,-1,7,17,14,0,0,0,14,33,23,25,8,-1,-1,33,40,22,43,17,27,61,57,22,24,45,53
'054903002,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'054903041,13,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,23,27,8,26,27,32,30,31,3,6,29,24,.,.,.,.,.,.,.,.,.,.,.,.,19,25,10,26,24,29,23,27,3,4,18,23,28,31,0,37,31,32,35,35,-1,6,43,28,20,25,6,20,23,29,26,29,3,9,25,20,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,23,16,13,22,31,24,24,5,7,7,19,7,14,0,7,12,16,10,18,-1,8,7,5,17,29,-1,-1,15,33,15,33,-1,-1,-1,-1,36,33,-1,44,40,40,45,35,-1,-1,36,-1
'054903102,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,15,20,8,14,13,23,20,.,.,19,18,.,-1,.,.,.,-1,.,-1,.,.,.,.,16,14,17,8,12,10,20,19,.,.,18,14,20,16,9,10,14,10,29,25,.,.,22,16,17,14,18,6,12,13,21,19,.,.,17,11,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,-1,17,15,38,5,14,15,14,15,.,.,17,21,10,12,5,6,7,14,15,14,.,.,10,-1,35,22,-1,-1,-1,13,36,33,.,.,-1,-1,27,23,29,14,21,14,32,27,.,.,-1,50
'055901001,13,.,-1,.,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,11,25,11,26,0,19,11,27,15,23,25,33,.,.,.,.,.,.,.,.,.,.,.,.,0,20,0,18,0,12,0,21,0,16,-1,33,10,21,8,17,0,16,17,25,13,17,22,31,0,23,0,22,0,18,0,25,0,19,-1,34,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,11,29,14,33,0,22,8,29,16,29,27,36,0,17,0,12,0,8,0,21,0,12,-1,33,0,12,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,48,-1,57,-1,29,-1,57,-1,57,.,-1
'055901041,13,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,71,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,25,27,12,8,20,23,38,39,17,32,25,14,.,.,.,.,.,.,.,.,.,.,.,.,18,22,7,0,13,17,32,35,13,25,15,10,19,28,4,15,13,23,31,43,8,23,38,20,23,25,11,5,17,19,36,39,17,30,21,15,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,33,26,24,0,29,23,48,36,29,42,9,8,7,11,-1,0,6,9,13,17,-1,22,6,0,40,30,-1,-1,-1,-1,50,30,-1,-1,-1,-1,43,48,-1,-1,43,50,71,50,-1,-1,-1,-1
'055901102,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21,27,9,7,18,34,26,25,.,.,28,30,.,.,.,.,.,.,.,.,.,.,.,.,18,19,3,4,17,24,24,18,.,.,28,21,22,25,-1,6,18,38,27,22,.,.,43,18,20,25,7,3,18,33,24,23,.,.,29,27,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,19,29,11,8,19,29,24,29,.,.,9,44,6,10,0,0,5,14,11,11,.,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,.,27,57,-1,-1,25,-1,-1,-1,.,.,-1,-1
'056901001,13,56,13,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,0,.,-1,.,-1,.,-1,.,-1,.,.,21,22,21,25,17,17,25,28,19,20,26,19,7,8,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,17,14,14,19,13,13,24,18,14,11,17,11,19,21,15,22,13,14,31,31,13,14,26,24,15,16,15,20,12,15,20,19,14,13,16,14,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,.,2,3,0,-1,-1,0,-1,6,-1,-1,-1,6,23,23,28,28,20,21,19,25,26,26,25,13,7,11,6,17,4,7,8,12,8,10,8,8,6,4,0,0,0,0,19,11,4,0,-1,11,25,28,25,32,20,20,28,36,23,27,32,24
'056901002,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'056901042,13,19,7,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25,23,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,23,21,28,13,16,15,27,30,24,28,27,17,0,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,16,13,13,6,12,10,17,21,18,13,21,10,25,24,28,13,16,17,30,35,19,25,38,24,15,12,19,2,9,7,19,20,21,12,13,11,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,.,10,0,-1,.,-1,-1,-1,-1,-1,.,-1,-1,21,18,28,14,15,14,24,24,29,31,12,9,7,5,6,0,4,5,9,5,10,6,6,5,8,14,-1,-1,10,20,0,10,-1,-1,-1,-1,31,30,39,21,22,23,37,40,30,40,38,23
'056901104,13,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19,33,.,.,17,32,21,33,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,16,28,.,.,14,29,18,27,.,.,.,.,17,32,.,.,13,30,21,34,.,.,.,.,13,34,.,.,15,35,11,33,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,20,33,.,.,19,34,21,32,.,.,.,.,9,16,.,.,7,18,11,13,.,.,.,.,4,17,.,.,-1,-1,-1,-1,.,.,.,.,25,33,.,.,19,31,31,35,.,.,.,.
'056901105,13,-1,-1,-1,-1,-1,.,-1,-1,.,.,-1,.,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,22,19,7,13,27,19,28,25,.,.,17,14,17,50,-1,-1,-1,-1,-1,-1,.,.,-1,.,17,14,6,6,20,14,22,19,.,.,13,13,23,20,7,13,24,18,31,27,.,.,25,19,18,14,6,7,21,13,23,18,.,.,15,15,-1,-1,-1,.,-1,-1,-1,-1,.,.,.,-1,8,4,-1,-1,15,7,10,6,.,.,-1,-1,21,18,7,13,29,19,26,23,.,.,11,11,6,5,2,-1,9,8,8,4,.,.,0,7,12,13,-1,-1,21,17,11,17,.,.,11,-1,27,24,8,20,33,23,35,31,.,.,21,13
'056902001,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,30,30,19,26,29,28,38,34,32,19,21,40,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,24,25,17,18,23,26,35,27,21,12,6,36,32,29,15,9,32,30,46,34,10,7,25,56,18,17,0,14,16,14,29,19,18,10,7,28,-1,29,.,-1,-1,-1,-1,-1,.,-1,.,-1,-1,0,-1,-1,-1,0,-1,0,-1,-1,-1,-1,29,31,23,42,26,27,31,35,47,26,18,28,17,15,10,24,14,11,21,15,36,19,8,11,45,23,-1,20,-1,25,50,25,-1,-1,-1,-1,42,44,36,39,40,43,47,49,46,33,33,48
'057802001,13,50,-1,.,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,17,16,10,11,13,13,23,26,13,10,22,16,16,14,7,13,8,7,28,22,10,8,19,20,17,17,12,11,15,13,21,26,14,11,23,16,14,14,5,8,7,8,24,24,8,7,21,17,16,16,10,10,14,15,21,26,13,10,20,13,-1,57,.,-1,-1,-1,-1,-1,.,-1,-1,-1,12,12,6,3,16,11,15,21,12,3,7,11,19,19,14,15,18,17,23,28,18,13,22,15,12,13,6,7,10,10,17,22,8,7,16,13,28,25,20,18,27,23,33,28,21,13,29,39,29,33,-1,23,8,11,40,58,-1,25,45,42
'057803002,13,0,60,-1,-1,-1,-1,-1,40,-1,-1,.,-1,56,65,55,67,57,66,42,57,52,61,81,77,100,.,-1,.,-1,.,-1,.,-1,.,-1,.,52,58,52,61,52,58,43,53,48,55,79,67,39,50,41,63,35,43,41,54,29,46,63,42,49,54,54,58,46,61,38,43,38,47,86,63,53,54,52,55,51,53,47,50,47,47,76,71,48,50,46,56,49,47,45,49,44,48,63,53,.,.,.,.,.,.,.,.,.,.,.,.,.,19,.,50,.,10,.,-1,.,20,.,-1,52,63,51,69,52,63,38,57,50,65,82,64,33,29,38,32,25,29,25,27,38,24,-1,31,37,49,-1,46,-1,50,-1,50,-1,46,-1,53,54,53,52,53,48,54,45,49,52,51,88,65
'057803041,13,90,76,-1,-1,100,83,83,67,-1,-1,-1,-1,84,86,87,91,90,87,79,84,86,87,78,86,.,.,.,.,.,.,.,.,.,.,.,.,78,78,82,86,83,76,74,78,76,80,73,80,54,55,67,57,53,47,56,53,40,71,58,60,77,64,88,75,77,66,70,60,88,75,67,47,79,81,81,83,81,78,76,81,75,76,84,89,72,64,81,83,77,60,64,64,73,58,71,71,100,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,-1,38,-1,-1,-1,38,-1,31,-1,-1,.,-1,77,76,83,90,84,73,72,73,77,85,58,70,39,42,32,59,47,38,41,35,42,55,23,33,52,58,50,67,58,50,47,63,50,67,50,-1,75,81,76,88,78,74,76,85,68,85,69,80
'057803043,13,-1,71,.,.,-1,-1,-1,-1,.,.,.,-1,86,77,.,.,100,75,71,75,.,.,.,83,.,.,.,.,.,.,.,.,.,.,.,.,47,41,.,.,56,46,38,37,.,.,.,43,36,50,.,.,29,-1,43,-1,.,.,.,-1,43,37,.,.,54,43,32,30,.,.,.,41,47,42,.,.,54,42,41,35,.,.,.,53,43,37,.,.,54,43,32,31,.,.,.,38,.,.,.,.,.,.,.,.,.,.,.,.,39,25,.,.,54,32,24,16,.,.,.,33,46,41,.,.,58,50,33,39,.,.,.,29,34,35,.,.,51,42,18,26,.,.,.,41,20,11,.,.,-1,-1,-1,-1,.,.,.,-1,56,67,.,.,50,61,63,72,.,.,.,67
'057803101,13,92,59,80,-1,89,56,100,56,.,.,-1,-1,74,72,70,59,73,70,77,74,.,.,73,85,.,-1,.,.,.,-1,.,-1,.,.,.,.,69,66,64,58,66,61,75,71,.,.,68,75,48,50,-1,-1,33,50,58,63,.,.,-1,-1,48,64,-1,55,46,63,54,75,.,.,-1,-1,70,67,60,55,66,61,77,73,.,.,71,82,51,53,23,53,49,44,57,61,.,.,69,50,-1,-1,.,-1,-1,-1,-1,-1,.,.,-1,.,.,23,.,29,.,20,.,20,.,.,.,-1,69,65,67,60,65,61,74,69,.,.,64,68,21,21,-1,20,5,13,30,27,.,.,25,29,41,29,60,-1,33,29,43,38,.,.,44,13,69,63,74,70,61,50,82,73,.,.,55,62
'057803102,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'057804001,13,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,1,4,0,2,1,1,1,10,1,3,-1,4,1,3,0,0,4,0,0,9,0,0,-1,5,1,4,0,2,1,1,1,8,2,3,-1,4,2,4,0,1,3,2,3,10,3,2,-1,5,1,5,0,1,0,3,2,10,2,5,-1,4,.,-1,.,-1,.,-1,.,.,.,-1,.,-1,1,3,0,0,0,0,0,8,6,3,-1,-1,0,4,0,2,0,0,0,10,0,6,-1,2,1,4,0,2,1,2,1,9,1,4,-1,4,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,29,.,-1,.,-1,.,-1,.,-1,.,-1
'057804002,13,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,2,6,1,7,4,3,3,10,1,3,-1,7,0,5,0,8,0,2,0,6,0,2,-1,5,3,6,1,7,4,3,3,10,1,3,-1,7,4,8,2,12,7,5,4,11,0,2,-1,7,3,7,1,7,5,4,4,12,1,3,-1,8,.,.,.,.,.,.,.,.,.,.,.,.,2,2,0,0,3,0,0,4,0,2,-1,-1,2,5,0,1,2,1,2,10,2,3,-1,7,3,5,1,5,4,2,3,8,1,2,-1,6,0,3,0,0,-1,0,0,5,0,0,-1,12,-1,3,-1,0,-1,-1,-1,13,-1,0,-1,-1
'057804003,13,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,9,3,11,1,7,1,11,5,-1,4,-1,5,-1,3,-1,-1,-1,-1,.,-1,.,-1,.,-1,9,3,11,1,8,1,13,5,-1,4,-1,5,10,5,-1,3,14,3,13,5,-1,8,-1,10,7,3,6,2,9,2,13,4,-1,3,-1,6,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,0,0,-1,0,-1,-1,-1,0,-1,0,-1,-1,7,1,-1,0,-1,0,-1,4,-1,0,-1,-1,9,3,11,1,7,1,11,5,-1,4,-1,5,-1,2,-1,0,-1,0,-1,8,.,-1,-1,-1,-1,8,-1,-1,-1,-1,-1,-1,.,-1,-1,-1
'057804004,13,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,3,0,3,1,2,1,5,1,4,-1,1,0,4,0,4,0,3,0,5,0,3,-1,2,1,3,0,3,1,2,2,5,1,4,-1,1,1,4,0,5,1,2,1,5,0,5,-1,2,1,3,0,3,1,1,3,5,1,5,-1,0,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,0,0,0,0,0,0,0,0,0,0,.,-1,1,2,0,1,0,1,2,5,2,3,-1,-1,1,3,0,3,1,2,2,5,0,4,-1,1,0,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
'057805101,13,-1,.,.,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,37,50,.,.,13,33,60,67,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,33,50,.,.,-1,-1,-1,-1,.,.,.,.,33,83,.,.,11,-1,56,-1,.,.,.,.,19,58,.,.,-1,33,38,83,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,.,.,-1,.,-1,.,.,.,.,42,39,.,.,17,22,67,56,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,.,.,-1,-1,-1,-1,.,.,.,.,58,42,.,.,33,-1,83,50,.,.,.,.
'057806101,13,14,23,14,-1,17,-1,17,36,-1,-1,-1,-1,20,47,-1,60,40,44,13,44,-1,-1,-1,40,-1,-1,.,.,-1,-1,-1,-1,.,.,.,-1,20,21,14,11,18,21,29,28,7,10,17,18,15,19,14,8,12,19,23,25,6,4,7,24,18,18,14,10,16,19,26,25,6,7,16,13,21,21,13,9,17,22,30,30,6,8,22,24,19,18,11,12,17,20,27,25,7,10,20,12,36,23,-1,-1,-1,22,-1,40,-1,-1,-1,-1,6,13,-1,9,4,15,8,18,-1,4,11,7,20,20,16,14,19,21,28,27,9,14,11,11,9,12,4,6,7,12,14,18,3,7,8,12,18,17,3,5,20,16,28,28,4,5,18,23,26,25,21,11,22,24,37,35,11,13,19,23
'057807001,13,27,28,-1,-1,22,38,33,13,-1,-1,-1,-1,13,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,.,0,-1,-1,-1,-1,-1,-1,.,-1,-1,.,.,19,20,14,21,20,18,26,25,9,13,16,16,20,19,15,20,18,16,27,26,10,12,18,14,17,19,13,21,17,17,23,24,8,15,13,16,20,21,14,21,20,19,27,28,7,14,21,17,18,20,12,22,22,21,23,22,7,15,11,18,-1,-1,.,-1,-1,-1,-1,-1,.,-1,-1,.,8,12,4,14,13,13,6,10,11,9,4,12,19,18,14,21,19,18,25,22,12,13,10,14,6,8,4,7,6,8,8,11,2,5,4,7,12,13,9,8,12,15,13,18,7,5,20,11,44,34,-1,36,54,39,54,44,-1,18,-1,-1
