CAMPUS,YEAR,CA0CA10R,CA0CA11R,CA0CC10R,CA0CC11R,CA0CS10R,CA0CS11R,CA0CT10R,CA0CT11R,CACRB10R,CACRB11R,CACRM10R,CACRM11R,CACRR10R,CACRR11R,CB0CA10R,CB0CA11R,CB0CC10R,CB0CC11R,CB0CS10R,CB0CS11R,CB0CT10R,CB0CT11R,CBCRB10R,CBCRB11R,CBCRM10R,CBCRM11R,CBCRR10R,CBCRR11R,CECRB10R,CECRB11R,CECRM10R,CECRM11R,CECRR10R,CECRR11R,CF0CA10R,CF0CA11R,CF0CC10R,CF0CC11R,CF0CS10R,CF0CS11R,CF0CT10R,CF0CT11R,CFCRB10R,CFCRB11R,CFCRM10R,CFCRM11R,CFCRR10R,CFCRR11R,CH0CA10R,CH0CA11R,CH0CC10R,CH0CC11R,CH0CS10R,CH0CS11R,CH0CT10R,CH0CT11R,CHCRB10R,CHCRB11R,CHCRM10R,CHCRM11R,CHCRR10R,CHCRR11R,CI0CA10R,CI0CA11R,CI0CC10R,CI0CC11R,CI0CS10R,CI0CS11R,CI0CT10R,CI0CT11R,CICRB10R,CICRB11R,CICRM10R,CICRM11R,CICRR10R,CICRR11R,CLCRB10R,CLCRB11R,CLCRM10R,CLCRM11R,CLCRR10R,CLCRR11R,CM0CA10R,CM0CA11R,CM0CC10R,CM0CC11R,CM0CS10R,CM0CS11R,CM0CT10R,CM0CT11R,CMCRB10R,CMCRB11R,CMCRM10R,CMCRM11R,CMCRR10R,CMCRR11R,CRCRB10R,CRCRB11R,CRCRM10R,CRCRM11R,CRCRR10R,CRCRR11R,CSCRB10R,CSCRB11R,CSCRM10R,CSCRM11R,CSCRR10R,CSCRR11R,CW0CA10R,CW0CA11R,CW0CC10R,CW0CC11R,CW0CS10R,CW0CS11R,CW0CT10R,CW0CT11R,CWCRB10R,CWCRB11R,CWCRM10R,CWCRM11R,CWCRR10R,CWCRR11R,GA0CA10R,GA0CA11R,GA0CC10R,GA0CC11R,GA0CS10R,GA0CS11R,GA0CT10R,GA0CT11R,GACRB10R,GACRB11R,GACRM10R,GACRM11R,GACRR10R,GACRR11R,C20CA10R,C20CA11R,C20CC10R,C20CC11R,C20CS10R,C20CS11R,C20CT10R,C20CT11R,C2CRB10R,C2CRB11R,C2CRM10R,C2CRM11R,C2CRR10R,C2CRR11R,C30CA10R,C30CA11R,C30CC10R,C30CC11R,C30CS10R,C30CS11R,C30CT10R,C30CT11R,C3CRB10R,C3CRB11R,C3CRM10R,C3CRM11R,C3CRR10R,C3CRR11R,C40CA10R,C40CA11R,C40CC10R,C40CC11R,C40CS10R,C40CS11R,C40CT10R,C40CT11R,C4CRB10R,C4CRB11R,C4CRM10R,C4CRM11R,C4CRR10R,C4CRR11R
'109914001,2012,-1,17.8,20,21.4,884,1040,38.5,93.3,18,29,36,47,33,37,.,-1,-1,-1,-1,.,-1,-2,-1,-1,-1,-1,-1,-1,14,29,29,43,43,40,-1,16.5,-1,11.1,-1,-1,50,-2,33,38,50,50,50,44,.,-1,-1,0,-1,-1,-1,100,-1,17,-1,33,-1,29,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,40,-1,-1,20,71.4,-3,22,20,44,17,30,-3,8,17,33,29,14,-1,-1,-1,-1,-1,-3,-1,22.3,-1,42.9,-1,1065,28.6,70,33,44,50,67,43,50,18.6,19,13.4,10,940,926,69,81.8,34,40,58,62,50,54,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110901001,2012,19.8,19.5,33.3,9.1,.,924,100,-2,50,52,70,62,70,62,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,30,-1,50,-1,40,-1,19.3,-1,0,.,-1,80,-2,-1,44,-1,44,-1,56,-1,-1,-1,-1,.,-1,-1,80,-1,40,-1,40,-1,60,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.2,19.5,20,16.7,.,-1,-2,-2,33,58,67,75,50,67,-1,40,-1,40,-1,40,-1,-1,-1,-1,-1,-1,19.6,20,37.5,13.3,.,-1,-2,-2,44,62,67,69,67,69,18.7,18.8,12.5,10.9,930,900,56,88.2,43,44,55,68,57,59,.,-1,.,-1,.,.,.,-2,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110901101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110902001,2012,19.6,19.9,19.2,20.3,966,955,60.5,59.8,55,49,68,70,64,55,-1,-1,0,-1,-1,-1,54.5,-1,45,-1,55,-1,55,-1,38,36,59,60,44,45,20.6,20.4,22.2,20.9,934,951,72.6,69.4,60,62,70,74,77,68,17.5,17.8,8.3,8.6,906,878,50,53,49,41,65,62,58,50,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.1,19.3,15.2,19.4,1001,959,49.3,51.4,50,37,67,66,54,43,24,24,40,44,43,37,-3,-3,-3,-3,-3,20,21.2,21.8,33.3,29.3,1073,1010,80,68.3,67,56,76,77,78,59,19.8,19.7,19.7,18.8,971,960,64.1,65.3,50,47,63,63,64,62,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110902003,2012,.,.,.,.,.,.,0,0,20,-3,40,33,45,25,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,13,-3,25,20,50,20,.,.,.,.,.,.,0,0,33,-1,50,-1,67,-1,.,.,.,.,.,.,0,0,22,-3,33,38,56,29,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-1,-1,60,20,-1,13,-3,25,33,50,20,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110902041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110902042,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110902104,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110902105,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110902106,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110905001,2012,20.9,22.6,26.7,46.7,1028,1092,62.5,71.4,60,67,69,81,80,76,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,33,60,57,70,67,70,21.1,22.8,22.2,37.5,-1,1070,69.2,72.7,71,55,73,73,86,64,-1,-1,-1,-1,.,-1,16.7,30,33,70,57,80,67,80,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.5,22.3,33.3,57.1,-1,-1,54.5,70,45,80,64,90,73,90,13,-1,13,-1,63,-1,-1,-1,-1,-1,-1,-1,21.2,21.9,30.8,37.5,1028,-1,76.5,100,76,50,76,75,94,63,20,19.9,18.2,16.7,949,960,69.6,81.3,46,47,62,68,66,63,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110905002,2012,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110906001,2012,19.2,19.9,15.4,17.6,-1,1052,65,-2,41,50,59,63,45,56,-1,.,-1,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,29,43,57,43,29,57,20,-1,16.7,20,-1,-1,60,-2,50,-1,70,-1,60,-1,-1,17.5,-1,0,.,-1,-1,-2,-1,43,-1,43,-1,57,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.4,19.9,14.3,16.7,-1,-1,70,-2,33,42,50,58,33,50,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21.3,22.1,28.6,22.2,-1,-1,58.3,-2,36,57,57,86,43,57,20.9,20.1,29.6,18.3,1006,963,64.9,70.6,58,54,69,69,73,62,.,-1,.,-1,.,-1,-1,-2,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110906002,2012,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1
'110906101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110907001,2012,21.6,21.1,19,20.8,955,995,95.5,80,76,87,96,94,74,90,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,63,-4,88,-4,56,-4,23.2,21.4,19,15.4,965,993,91.3,86.7,96,87,-4,93,92,93,20.3,19.8,7.7,25,971,-1,86.7,61.5,81,77,94,92,76,85,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,20.7,19,27.3,941,-1,100,73.3,57,87,91,94,57,87,44,67,78,71,40,83,-1,-1,-1,-1,-1,-1,22.3,21.6,25,18.8,958,1004,100,94.1,76,94,97,94,76,94,21.6,20.2,32.1,19.6,1013,987,67.4,68.7,61,51,71,67,75,64,.,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110907002,2012,.,.,.,.,.,.,0,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'110907041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110907101,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'110908001,2012,23.8,20.6,57.1,20,1092,-1,50,83.3,85,53,92,67,92,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,20.1,-1,14.3,-1,-1,42.9,100,86,50,-4,60,86,60,-1,.,-1,.,-1,.,33.3,-1,80,-1,80,-1,-4,-1,.,-1,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,57.1,60,83,60,83,80,-4,80,-1,40,-1,40,-1,60,-1,-1,-1,-1,-1,-1,-1,20.2,40,11.1,-1,-1,62.5,90,88,46,-4,62,88,62,19.8,20.3,20,12.5,962,1010,75,74.2,56,50,71,69,69,67,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'111901001,2012,23.1,22.9,41.5,38.9,1067,1051,67.4,72.9,62,62,70,77,76,71,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,45,46,54,67,58,59,22.3,22,34,33.3,1052,1030,60.2,78.8,66,67,69,76,82,78,22.8,22.8,21.4,29.2,982,981,38.9,43.6,46,51,54,67,66,57,.,-1,-1,-1,-1,.,-1,-1,40,-1,60,-1,40,-1,-1,-3,-1,22,-3,-3,23.6,23.9,47.9,45,1079,1076,75,67.3,59,59,70,77,70,65,21,20,32,35,48,36,5,20,7,27,23,30,23.2,23,43.9,41.3,1077,1062,71.5,78.8,65,65,72,79,79,74,21.5,21.8,27.4,26.5,1003,984,65.2,68.6,60,55,68,73,74,67,-1,-1,-1,-1,-1,-1,40,-1,60,-1,60,-1,60,-1,-1,-1,-1,0,-1,-1,-1,100,-1,60,-1,60,-1,80,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'111901002,2012,-1,.,40,-1,-1,-1,5.6,4.3,38,33,40,64,74,38,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,46,40,50,70,73,36,-1,.,40,-1,-1,-1,10.9,3.3,44,38,43,69,79,47,.,.,.,.,.,.,0,0,20,-1,40,-1,57,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,0,6.3,28,27,36,58,68,25,29,31,37,71,64,40,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,5.2,5.3,41,30,42,67,79,36,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,-1,.,-1,.,-2,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1
'111901005,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,21.2,21.3,24,25.5,990,980,62.4,68.9,57,55,67,70,72,69,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901041,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901042,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901102,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901104,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901105,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901106,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'111901107,2012,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
