CAMPUS,YEAR,CA0CA09R,CA0CA10R,CA0CC09R,CA0CC10R,CA0CS09R,CA0CS10R,CA0CT09R,CA0CT10R,CACRB09R,CACRB10R,CACRM09R,CACRM10R,CACRR09R,CACRR10R,CB0CA09R,CB0CA10R,CB0CC09R,CB0CC10R,CB0CS09R,CB0CS10R,CB0CT09R,CB0CT10R,CBCRB09R,CBCRB10R,CBCRM09R,CBCRM10R,CBCRR09R,CBCRR10R,CECRB09R,CECRB10R,CECRM09R,CECRM10R,CECRR09R,CECRR10R,CF0CA09R,CF0CA10R,CF0CC09R,CF0CC10R,CF0CS09R,CF0CS10R,CF0CT09R,CF0CT10R,CFCRB09R,CFCRB10R,CFCRM09R,CFCRM10R,CFCRR09R,CFCRR10R,CH0CA09R,CH0CA10R,CH0CC09R,CH0CC10R,CH0CS09R,CH0CS10R,CH0CT09R,CH0CT10R,CHCRB09R,CHCRB10R,CHCRM09R,CHCRM10R,CHCRR09R,CHCRR10R,CI0CA09R,CI0CA10R,CI0CC09R,CI0CC10R,CI0CS09R,CI0CS10R,CI0CT09R,CI0CT10R,CICRB09R,CICRB10R,CICRM09R,CICRM10R,CICRR09R,CICRR10R,CLCRB09R,CLCRB10R,CLCRM09R,CLCRM10R,CLCRR09R,CLCRR10R,CM0CA09R,CM0CA10R,CM0CC09R,CM0CC10R,CM0CS09R,CM0CS10R,CM0CT09R,CM0CT10R,CMCRB09R,CMCRB10R,CMCRM09R,CMCRM10R,CMCRR09R,CMCRR10R,CSCRB09R,CSCRB10R,CSCRM09R,CSCRM10R,CSCRR09R,CSCRR10R,CW0CA09R,CW0CA10R,CW0CC09R,CW0CC10R,CW0CS09R,CW0CS10R,CW0CT09R,CW0CT10R,CWCRB09R,CWCRB10R,CWCRM09R,CWCRM10R,CWCRR09R,CWCRR10R,GA0CA09R,GA0CA10R,GA0CC09R,GA0CC10R,GA0CS09R,GA0CS10R,GA0CT09R,GA0CT10R,GACRB09R,GACRB10R,GACRM09R,GACRM10R,GACRR09R,GACRR10R,C20CA10R,C20CC10R,C20CS10R,C20CT10R,C2CRB10R,C2CRM10R,C2CRR10R,C30CA10R,C30CC10R,C30CS10R,C30CT10R,C3CRB10R,C3CRM10R,C3CRR10R,C40CA10R,C40CC10R,C40CS10R,C40CT10R,C4CRB10R,C4CRM10R,C4CRR10R
'219903041,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'219903101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'219903102,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'219905001,2011,18.3,17,16.7,0,.,.,85.7,60,23,25,38,50,46,31,.,.,.,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,20,43,40,57,60,57,18,-1,16.7,-1,.,.,85.7,20,17,40,33,80,67,40,17.4,-1,16.7,-1,.,.,100,16.7,14,33,29,67,43,50,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,18.7,16.8,16.7,0,.,.,85.7,100,29,14,43,29,29,25,-1,-1,-1,-1,-1,-3,19.3,16.8,16.7,0,.,.,85.7,-2,40,17,60,33,60,14,19.1,18.9,14.5,13.1,970,957,66,66,40,43.5,53,54,56,59.5,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'219905101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220801001,2011,20.1,-1,20,10,1003,959,-2,76.9,27,62,36,77,64,77,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,20,-1,1012,100,83.3,20,50,20,50,80,83,-1,.,-1,-1,.,-1,-2,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,.,40,0,-1,906,-2,71.4,33,71,50,-4,50,71,-1,-1,-1,-1,-1,-1,21,-1,22.2,14.3,1003,939,-2,70,33,50,44,70,67,70,19.6,20.4,20,25,1004,1016,71.2,73.9,54,63.5,65.5,75,67,73.5,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'220802101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220804001,2011,-1,.,0,.,748,.,10.4,0,12,8,26,17,33,19,-1,.,0,.,748,.,20.6,0,-3,7,11,14,24,13,9,17,20,25,35,23,-1,.,-1,.,-1,.,8.8,0,13,10,18,10,38,31,.,.,.,.,.,.,0,0,27,11,33,22,45,20,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,.,-1,.,12.1,0,12,7,33,21,29,7,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,-1,20,-1,60,-1,40,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'220804002,2011,.,.,.,-1,.,-1,0,5.2,11,7,10,12,40,38,.,.,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,11,-1,9,-1,30,.,.,.,-1,.,-1,0,12,20,11,20,22,40,44,.,.,.,.,.,.,0,0,20,11,17,22,33,40,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,0,0,-1,-3,-3,-3,40,29,-1,-1,-1,-1,-1,-1,.,.,.,-1,.,-1,0,15.4,-1,-1,-1,-3,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'220808001,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220808002,2011,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'220808003,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220809001,2011,25.4,23.4,60.6,53.1,1127,1110,91.7,-2,68,83,76,90,73,93,.,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.8,22.2,64,36.4,1125,1035,89.3,-2,71,74,79,84,75,89,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,25.5,50,90,1134,1253,100,100,56,-4,67,-4,67,-4,-1,-1,-1,-1,-1,-1,25.6,23.6,67.9,60,1163,1128,90.3,-2,72,83,78,92,78,92,21.4,22.1,29.2,30.9,1031,1024,61.8,66.7,55.5,62,67,74,67.5,74,-1,-1,.,-2,-1,-1,-1,.,-1,-1,-1,-1,-1,-1,.,.,.,.,-1,-1,-1
'220809101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220810001,2011,.,25.9,.,69.2,.,1179,.,-2,.,75,.,75,.,79,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,24.8,.,62.5,.,1153,.,-2,.,71,.,71,.,79,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,27.2,.,80,.,1213,.,-2,.,80,.,80,.,80,.,-1,.,-1,.,-1,.,26.2,.,73.7,.,1196,.,-2,.,83,.,83,.,83,21,21.2,27.6,24.1,1001,1014,75,75,55.5,62,71,73,67,70,.,.,.,.,-1,-1,-1,-1,-1,-1,-2,-1,-1,-1,.,.,.,.,-1,-1,-1
'220811101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220812001,2011,.,-1,-1,-1,-1,-1,11.8,11.8,11,7,20,20,47,40,.,-1,.,-1,.,.,0,10,-1,-1,-1,-1,-1,-1,10,-3,27,14,30,57,.,.,-1,.,-1,.,6.7,0,14,11,25,22,43,56,.,.,-1,.,-1,.,8.3,0,20,-1,17,-1,40,-1,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,-1,-1,-1,15.8,25,9,-3,17,17,50,17,-1,-1,-3,-1,-1,-1,.,-1,-1,-1,-1,-1,21.4,20,8,10,25,30,54,40,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1,.,.,.,.,-1,-1,-1
'220813001,2011,.,.,.,-1,.,-1,.,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-2,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-2,.,.,.,.,.,.,19,20,11.1,23.6,943,980,72.7,66.7,45,50,58.5,63,61,71,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220813002,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,19.1,19.4,12.5,16.7,927,986,69,74.5,44,44.5,57,60,60,63.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220813004,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,20,-1,21.1,-1,975,-1,64.1,-1,50,-1,67.5,-1,68,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220813005,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220814101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220815101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220816001,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,17.8,18.9,6.9,14.8,880,941,59.6,64.6,32,47,48,60.5,53,62.5,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220816041,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220816101,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220901001,2011,21,22.3,36.5,36.6,1025,1035,66.8,64.3,48,57,60,66,60,74,16.9,18.9,8.7,30,898,964,67.6,63.5,21,43,29,51,43,60,28,42,38,57,41,58,20.8,22.3,31.2,33,1010,1020,68.9,67.3,50,54,60,60,63,78,19.5,21.2,20.8,27.9,974,1005,46.6,45.9,38,44,49,56,53,63,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-3,31,45,15,-3,21.2,22.3,42.9,41.3,1044,1053,64.4,60.9,46,60,59,72,56,69,7,12,11,18,10,14,22.1,23.4,46.4,42.3,1060,1066,71.8,71.1,58,67,70,74,67,84,20.6,20.7,25,25.8,981,1000,56.7,57.8,43,53,59,65,60,66,-1,-1,-1,40,67,67,83,22.9,34.3,1025,94.6,58,79,67,.,.,.,.,-1,-1,-1
'220901002,2011,18.2,18,13.6,7.9,912,892,47.7,60.1,27,35,47,57,35,46,17.1,16.4,4.8,5.5,830,839,55.4,73,21,25,35,38,27,40,23,32,45,55,29,44,18.3,18,14.2,6.8,904,870,43.6,64.9,23,37,42,53,33,49,17.4,18.5,8.2,5.6,909,887,37.5,51.4,21,33,44,59,32,44,.,.,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,2,11,24,39,4,18,18.2,17.8,13.1,9.6,919,922,52.5,54.5,31,34,52,61,37,43,-3,22,5,30,-3,14,-1,18.9,57.1,0,1105,953,46.7,65,52,54,66,63,62,63,17,16.8,5.1,5.4,843,845,51.4,59.8,29,33.5,43,49,45,51,.,-1,-1,-1,-1,-1,-1,21.3,29.6,981,79.4,50,84,50,.,.,.,.,-1,-1,-1
'220901003,2011,22.6,22.7,37,45.3,1051,1070,59,70.8,45,59,70,75,55,69,18.7,18.4,8.9,14,914,894,54.9,73.5,24,35,45,54,38,53,15,34,53,60,25,48,22.5,23.1,37,41.7,1047,1046,58.6,71.5,44,60,67,74,56,73,21.8,18.3,18.8,17.2,972,972,26.9,45.7,20,38,62,65,32,53,.,.,-1,-1,-1,-1,-1,-2,-1,-1,-1,-1,-1,-1,6,18,42,59,6,18,22.7,22.4,37,49.1,1055,1097,59.5,70,46,57,73,77,55,64,-3,-3,23,14,-3,21,24.2,24.7,48.8,58,1100,1130,72.3,80.1,61,73,80,85,70,80,20.7,20.4,24.2,24.8,1000,986,56.4,59.3,47,53,60,66,62,66,.,.,.,-1,-1,-1,-1,25.8,70.5,1178,95.7,80,89,84,.,.,.,.,-1,-1,-1
'220901004,2011,19.3,19.2,20.7,22.6,959,946,63.7,71,39,47,50,59,55,65,17.5,17.4,9.2,10.8,891,879,75.4,78.6,32,35,38,46,51,60,30,39,41,53,45,55,19.2,18.9,19.9,20.2,951,924,65.6,78.4,39,47,49,55,59,68,19.3,19.9,13.3,24.3,935,952,37.2,52.9,31,44,42,56,52,62,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,13,14,50,59,13,18,19.3,19.8,21.9,25.7,971,974,61.2,63.1,39,46,52,63,51,62,7,-3,13,4,14,-3,22.6,23.3,38.1,40.8,1046,1044,60.6,67.6,47,61,62,73,64,76,20.5,20,22.9,22.6,979,967,62,62.7,47,48,59,62,65,64,.,-1,-1,-1,-1,-1,-1,21,30.7,998,84.3,65,81,70,.,.,.,.,-1,-1,-1
'220901005,2011,23.9,23.8,47.7,46.9,1095,1086,72,76,63,68,75,79,72,77,21.2,19,22.2,21.1,964,920,84.4,86.4,49,42,63,51,60,65,44,43,59,65,46,54,23.5,23.6,45.6,45.4,1080,1065,74.4,82.3,65,70,74,77,75,80,24,23.1,42.9,35.6,1061,1064,55.6,55.6,50,57,67,73,60,62,-1,.,-1,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24.4,24,50.2,48.6,1114,1108,69.2,70.2,62,66,76,81,69,74,-3,17,13,32,3,34,24.1,24.7,49.9,51.8,1104,1105,70.6,76.5,65,72,76,83,74,80,22.2,21.8,34,33.6,1040,1031,65.2,66.6,53,61,70,71,68,74,22.9,54.5,1144,95.7,83,88,88,26,51.4,1139,84.1,80,90,88,.,.,.,.,-1,-1,-1
'220901006,2011,-1,19.9,28.6,7.7,973,975,7,7.8,22,27,37,38,42,54,.,-1,-1,-1,-1,-1,8.7,6.1,13,14,25,14,35,64,19,14,34,22,27,40,-1,-1,33.3,0,1009,-1,9.7,8.3,22,27,36,38,43,58,.,-1,-1,-1,-1,-1,1.6,4.7,24,13,37,24,36,42,.,.,.,-1,.,-1,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,.,-1,-1,20,-1,-1,2.6,7.1,21,28,38,37,40,46,-1,-1,-1,-1,-1,-1,-1,-1,44.4,-1,1030,-1,10.5,7,27,50,45,65,49,63,.,.,.,.,.,.,.,.,.,.,.,.,.,.,-1,-1,.,-1,-1,-1,-1,-1,-1,.,28.6,-1,-1,-1,.,.,.,.,-1,-1,-1
'220901007,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220901008,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
'220901009,2011,18.7,19.5,15.3,23.5,923,965,66.4,60.8,34,39,48,59,46,46,17.1,17.8,5,8.2,862,882,82.3,74.5,24,28,32,46,37,36,30,25,39,50,41,31,19.1,19.8,15.8,21.3,917,964,74.1,69.8,38,44,48,61,48,51,-1,19.6,8,28.9,919,999,39.7,40.4,20,39,36,56,34,44,.,.,.,.,.,.,-1,-1,-1,-1,-1,-1,-1,-1,-1,8,-1,33,-1,8,18,19,14.7,26.7,930,967,58.3,51.4,29,34,48,58,44,42,-3,-3,-3,10,-3,5,21.6,22.1,31.4,40.3,1001,1037,61.9,56.9,47,48,70,72,59,57,20.7,20.6,23.9,25.7,1002,987,57.8,57.5,48,53.5,62,66,63,66.5,.,-1,-1,-1,-1,-1,-1,21.9,20.9,969,86,45,69,53,.,.,.,.,-1,-1,-1
'220901010,2011,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
