D20GR10N,D20GR10P,D30GR10N,D30GR10P,D40GR10N,D40GR10P,DA0GH10N,DA0GH10P,DA0GM10N,DA0GM10P,DA0GR10N,DA0GR10P,DAPID11N,DAPID11R,DAUND10C,DAUND10R,DB0GR10N,DB0GR10P,DH0GR10N,DH0GR10P,DI0GR10N,DI0GR10P,DISTRICT,DPERRA1R,DPERRA2R,DPERRA3R,DPERRA4R,DPERRA5R,DPERRA6R,DPERRA7R,DPERRA8R,DPERRAKR,DPERSA1R,DPERSA2R,DPERSA3R,DPERSA4R,DPERSA5R,DPERSA6R,DPERSA7R,DPERSA8R,DPERSAKR,DPETALLC,DPETASIC,DPETASIP,DPETBILC,DPETBILP,DPETBLAC,DPETBLAP,DPETDISC,DPETDISP,DPETECOC,DPETECOP,DPETG01C,DPETG01P,DPETG02C,DPETG02P,DPETG03C,DPETG03P,DPETG04C,DPETG04P,DPETG05C,DPETG05P,DPETG06C,DPETG06P,DPETG07C,DPETG07P,DPETG08C,DPETG08P,DPETG09C,DPETG09P,DPETG10C,DPETG10P,DPETG11C,DPETG11P,DPETG12C,DPETG12P,DPETGEEC,DPETGEEP,DPETGIFC,DPETGIFP,DPETGKNC,DPETGKNP,DPETGPKC,DPETGPKP,DPETHISC,DPETHISP,DPETINDC,DPETINDP,DPETLEPC,DPETLEPP,DPETPCIC,DPETPCIP,DPETRSKC,DPETRSKP,DPETSPEC,DPETSPEP,DPETTWOC,DPETTWOP,DPETVOCC,DPETVOCP,DPETWHIC,DPETWHIP,DS0GR10N,DS0GR10P,DW0GR10N,DW0GR10P,YEAR
0,0,0,0,0,0,33,84.6,6,15.4,39,100,0,0.0,2,1,1,2.6,18,46.2,1,2.6,'140908,5.3,0,0,0,0,0,0,0,0,.,0,0,0,0,0,0,0,0,428,0,0.0,23,5.4,12,2.8,5,1.2,285,66.6,21,4.9,24,5.6,36,8.4,28,6.5,34,7.9,32,7.5,36,8.4,43,10.0,41,9.6,36,8.4,24,5.6,23,5.4,0,0.0,34,7.9,30,7.0,20,4.7,210,49.1,0,0.0,23,5.4,0,0.0,189,44.2,40,9.3,4,0.9,162,37.9,202,47.2,5,12.8,19,48.7,2011
11,4.9,3,1.3,0,0,205,91.1,20,8.9,225,100,20,0.5,0,0,11,4.9,43,19.1,0,0,'141901,2.5,3.1,2.9,0.9,0.9,0,0.4,0.8,6.4,13.6,5.9,0,0,3.6,6.1,3.1,2.3,23.1,3381,29,0.9,116,3.4,82,2.4,57,1.5,1804,53.4,232,6.9,269,8.0,224,6.6,237,7.0,265,7.8,253,7.5,271,8.0,275,8.1,291,8.6,255,7.5,229,6.8,211,6.2,10,0.3,210,6.2,271,8.0,88,2.6,824,24.4,26,0.8,118,3.5,11,0.3,1412,41.8,341,10.1,95,2.8,853,25.2,2314,68.4,19,8.4,157,69.8,2011
0,0,0,0,0,0,19,73.1,7,26.9,26,100,0,0.0,0,0,0,0,12,46.2,0,0,'141902,0,4.8,0,0,0,0,0,0,8.3,0,0,0,0,0,0,0,0,0,313,3,1.0,28,8.9,1,0.3,4,1.1,242,77.3,26,8.3,14,4.5,23,7.3,17,5.4,17,5.4,22,7.0,15,4.8,24,7.7,24,7.7,27,8.6,19,6.1,25,8.0,0,0.0,28,8.9,21,6.7,39,12.5,147,47.0,3,1.0,28,8.9,0,0.0,144,46.0,41,13.1,4,1.3,111,35.5,155,49.5,5,19.2,14,53.8,2011
0,0,0,0,0,0,70,88.6,9,11.4,79,100,0,0.0,0,0,1,1.3,71,89.9,0,0,'142901,9.8,4.9,1.1,4.2,1.4,1.2,0,0,2.2,0,0,0,0,0,0,10,0,0,1186,2,0.2,106,8.9,2,0.2,33,2.5,979,82.5,101,8.5,86,7.3,90,7.6,94,7.9,104,8.8,82,6.9,98,8.3,85,7.2,62,5.2,76,6.4,72,6.1,63,5.3,0,0.0,153,12.9,87,7.3,86,7.3,1112,93.8,0,0.0,110,9.3,0,0.0,645,54.4,96,8.1,1,0.1,358,30.2,69,5.8,7,8.9,7,8.9,2011
0,0,0,0,0,0,52,67.5,25,32.5,77,100,0,0.0,6,1.3,12,15.6,5,6.5,0,0,'143901,0,4,0,0,0,0,0,0,3.7,0,0,0,0,0,0,0,0,0,886,2,0.2,6,0.7,89,10.0,13,1.4,356,40.2,65,7.3,59,6.7,59,6.7,55,6.2,56,6.3,60,6.8,64,7.2,61,6.9,88,9.9,78,8.8,79,8.9,68,7.7,2,0.2,47,5.3,63,7.1,29,3.3,157,17.7,2,0.2,6,0.7,0,0.0,306,34.5,110,12.4,28,3.2,300,33.9,608,68.6,11,14.3,60,77.9,2011
0,0,0,0,0,0,15,93.8,1,6.3,16,100,0,0.0,0,0,0,0,2,12.5,0,0,'143902,5,5,5.6,4,0,3.4,0,7.7,5.9,0,0,0,0,0,0,0,20,50,318,0,0.0,24,7.5,1,0.3,0,0,167,52.5,18,5.7,21,6.6,26,8.2,18,5.7,23,7.2,21,6.6,31,9.7,20,6.3,17,5.3,18,5.7,29,9.1,20,6.3,1,0.3,14,4.4,24,7.5,31,9.7,122,38.4,0,0.0,24,7.5,0,0.0,98,30.8,38,11.9,5,1.6,69,21.7,190,59.7,1,6.3,14,87.5,2011
1,2.8,0,0,0,0,31,86.1,5,13.9,36,100,0,0.0,0,0,4,11.1,2,5.6,1,2.8,'143903,0,0,0,0,0,0,0,0,3.2,0,0,0,0,0,0,0,0,0,596,3,0.5,14,2.3,69,11.6,11,1.9,214,35.9,34,5.7,54,9.1,42,7.0,40,6.7,38,6.4,43,7.2,47,7.9,46,7.7,46,7.7,46,7.7,50,8.4,45,7.6,0,0.0,32,5.4,34,5.7,31,5.2,84,14.1,0,0.0,14,2.3,0,0.0,122,20.5,59,9.9,10,1.7,192,32.2,430,72.1,4,11.1,28,77.8,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,5,0,.,0,.,0,.,'143904,0,0,0,0,0,0,0,0,0,.,0,.,0,0,0,.,0,0,91,2,2.2,0,0.0,1,1.1,0,0,27,29.7,11,12.1,10,11.0,11,12.1,9,9.9,12,13.2,14,15.4,7,7.7,8,8.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,9.9,0,0.0,7,7.7,0,0.0,0,0.0,0,0.0,16,17.6,8,8.8,1,1.1,0,0.0,80,87.9,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'143905,0,0,0,0,9.1,0,0,0,0,0,.,.,.,0,.,.,0,.,129,0,0.0,0,0.0,1,0.8,0,0,33,25.6,14,10.9,19,14.7,13,10.1,13,10.1,13,10.1,11,8.5,12,9.3,10,7.8,0,0.0,0,0.0,0,0.0,0,0.0,1,0.8,22,17.1,12,9.3,11,8.5,24,18.6,0,0.0,0,0.0,0,0.0,18,14.0,5,3.9,1,0.8,0,0.0,103,79.8,0,.,0,.,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'143906,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,.,62,0,0.0,0,0.0,0,0.0,0,0,22,35.5,3,4.8,7,11.3,7,11.3,8,12.9,8,12.9,5,8.1,14,22.6,3,4.8,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,6,9.7,4,6.5,3,4.8,3,4.8,0,0.0,0,0.0,0,0.0,8,12.9,8,12.9,2,3.2,0,0.0,57,91.9,0,.,0,.,2011
1,0.8,0,0,0,0,92,77.3,27,22.7,119,100,7,0.3,12,1.2,13,10.9,44,37,1,0.8,'144901,7.1,5.5,0,1.7,3.4,0,1.3,3.9,4.8,8.3,12.5,0,0,0,0,0,0,0,1895,12,0.6,227,12.0,223,11.8,24,1.2,1242,65.5,120,6.3,132,7.0,114,6.0,133,7.0,128,6.8,132,7.0,123,6.5,166,8.8,174,9.2,159,8.4,156,8.2,146,7.7,1,0.1,76,4.0,121,6.4,90,4.7,949,50.1,5,0.3,302,15.9,0,0.0,962,50.8,133,7.0,28,1.5,398,21.0,678,35.8,10,8.4,60,50.4,2011
0,0,0,0,0,0,51,78.5,14,21.5,65,100,0,0.0,2,0.4,7,10.8,2,3.1,1,1.5,'144902,3.3,6.5,0,0,0,1.6,0,0,1.6,42.9,0,0,16.7,0,0,0,0,0,922,0,0.0,21,2.3,86,9.3,16,1.6,425,46.1,71,7.7,70,7.6,65,7.0,67,7.3,66,7.2,84,9.1,75,8.1,62,6.7,87,9.4,65,7.0,56,6.1,64,6.9,3,0.3,59,6.4,61,6.6,26,2.8,114,12.4,4,0.4,23,2.5,1,0.1,325,35.2,73,7.9,30,3.3,255,27.7,687,74.5,7,10.8,55,84.6,2011
0,0,0,0,0,0,10,100,0,0,10,100,0,0.0,2,2.4,2,20,3,30,0,0,'144903,8.3,7.7,0,0,8.3,8.3,0,8.3,7.7,0,0,0,0,0,0,0,0,0,173,0,0.0,11,6.4,52,30.1,1,0.5,123,71.1,14,8.1,13,7.5,12,6.9,10,5.8,12,6.9,17,9.8,14,8.1,16,9.2,12,6.9,15,8.7,8,4.6,7,4.0,0,0.0,2,1.2,13,7.5,10,5.8,59,34.1,1,0.6,11,6.4,1,0.6,69,39.9,26,15.0,6,3.5,43,24.9,54,31.2,0,0,5,50,2011
0,0,0,0,0,0,42,82.4,9,17.6,51,100,2,0.2,4,0.9,4,7.8,16,31.4,0,0,'145901,17,3.4,1.7,0,0,0,0,0,2.9,0,0,12.5,0,0,0,0,0,66.7,926,10,1.1,180,19.4,69,7.5,29,3,587,63.4,76,8.2,53,5.7,58,6.3,68,7.3,54,5.8,63,6.8,69,7.5,61,6.6,70,7.6,65,7.0,69,7.5,54,5.8,28,3.0,69,7.5,91,9.8,47,5.1,349,37.7,3,0.3,180,19.4,0,0.0,535,57.8,71,7.7,11,1.2,226,24.4,484,52.3,5,9.8,31,60.8,2011
0,0,1,2,0,0,42,82.4,9,17.6,51,100,0,0.0,2,0.5,1,2,5,9.8,0,0,'145902,5.1,4,3.4,2.1,0,0,0,4.3,5.6,0,0,0,0,0,0,0,0,0,706,3,0.4,29,4.1,67,9.5,14,1.8,290,41.1,42,5.9,40,5.7,50,7.1,64,9.1,53,7.5,46,6.5,65,9.2,79,11.2,49,6.9,67,9.5,53,7.5,38,5.4,0,0.0,37,5.2,48,6.8,12,1.7,82,11.6,2,0.3,29,4.1,0,0.0,235,33.3,73,10.3,5,0.7,212,30.0,547,77.5,8,15.7,44,86.3,2011
0,0,0,0,0,0,43,82.7,9,17.3,52,100,0,0.0,1,0.4,0,0,4,7.7,0,0,'145906,2.8,0,0,0,0,0,7.5,2.8,3,0,0,0,0,0,0,0,0,0,518,4,0.8,15,2.9,35,6.8,5,0.8,272,52.5,36,6.9,39,7.5,32,6.2,45,8.7,39,7.5,38,7.3,43,8.3,41,7.9,40,7.7,35,6.8,37,7.1,34,6.6,0,0.0,57,11.0,39,7.5,20,3.9,58,11.2,1,0.2,15,2.9,0,0.0,116,22.4,39,7.5,11,2.1,123,23.7,409,79.0,7,13.5,48,92.3,2011
1,3.8,0,0,0,0,19,73.1,7,26.9,26,100,0,0.0,0,0,7,26.9,1,3.8,0,0,'145907,7.1,0,0,0,0,0,0,0,6.3,.,.,.,0,0,0,0,0,.,209,1,0.5,2,1.0,70,33.5,3,1.1,161,77.0,11,5.3,16,7.7,11,5.3,14,6.7,10,4.8,16,7.7,19,9.1,17,8.1,15,7.2,19,9.1,12,5.7,13,6.2,0,0.0,9,4.3,17,8.1,19,9.1,20,9.6,1,0.5,2,1.0,0,0.0,92,44.0,25,12.0,10,4.8,55,26.3,107,51.2,5,19.2,17,65.4,2011
1,2,0,0,0,0,37,74,13,26,50,100,2,0.2,4,1.2,3,6,11,22,0,0,'145911,0,6.1,0,0,1.9,2,0,2.3,1.7,0,0,0,0,12.5,0,0,0,0,782,16,2.0,78,10.0,21,2.7,5,0.6,431,55.1,64,8.2,46,5.9,53,6.8,56,7.2,55,7.0,60,7.7,60,7.7,54,6.9,51,6.5,57,7.3,54,6.9,57,7.3,0,0.0,23,2.9,64,8.2,51,6.5,198,25.3,4,0.5,79,10.1,0,0.0,254,32.5,75,9.6,6,0.8,225,28.8,537,68.7,5,10,35,70,2011
5,2.3,0,0,1,0.5,140,64.8,76,35.2,216,100,4,0.1,55,3.4,31,14.4,60,27.8,0,0,'146901,2,1.1,0.7,3.5,4.8,3.6,2,0,1.1,0,5.9,0,0,0,0,0,0,0,3843,35,0.9,699,18.2,454,11.8,98,2.3,2935,76.4,317,8.2,323,8.4,304,7.9,349,9.1,314,8.2,291,7.6,279,7.3,262,6.8,294,7.7,228,5.9,234,6.1,143,3.7,0,0.0,115,3.0,292,7.6,213,5.5,1484,38.6,13,0.3,759,19.8,3,0.1,2392,62.2,308,8.0,73,1.9,537,14.0,1781,46.3,16,7.4,119,55.1,2011
4,1.4,2,0.7,0,0,250,88.3,33,11.7,283,100,1,0.0,2,0.1,30,10.6,67,23.7,2,0.7,'146902,2.6,4.4,0.7,0.6,2.6,0.3,2.4,3,2.4,10.8,4.5,0,0,0,0,3.6,6.3,9.1,4906,17,0.3,532,10.8,402,8.2,162,3,2824,57.6,341,7.0,358,7.3,362,7.4,364,7.4,387,7.9,405,8.3,366,7.5,376,7.7,395,8.1,395,8.1,358,7.3,302,6.2,10,0.2,184,3.8,335,6.8,152,3.1,1418,28.9,32,0.7,583,11.9,8,0.2,2610,53.2,370,7.5,83,1.7,1120,22.8,2946,60.0,25,8.8,178,62.9,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,1,2.9,0,.,0,.,0,.,'146903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,178,0,0.0,15,8.4,4,2.2,0,0,82,46.1,24,13.5,23,12.9,14,7.9,13,7.3,14,7.9,19,10.7,16,9.0,16,9.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,9,5.1,20,11.2,19,10.7,36,20.2,0,0.0,15,8.4,1,0.6,65,36.5,18,10.1,2,1.1,12,6.7,135,75.8,0,.,0,.,2011
0,0,0,0,0,0,74,90.2,8,9.8,82,100,0,0.0,3,0.5,5,6.1,6,7.3,1,1.2,'146904,11,4.1,6.8,0,3.4,1.2,0,0,8.8,20,14.3,0,0,8.3,0,0,0,0,1245,1,0.1,31,2.5,42,3.4,3,0.2,771,61.9,103,8.3,87,7.0,83,6.7,89,7.1,99,8.0,103,8.3,93,7.5,108,8.7,103,8.3,100,8.0,59,4.7,89,7.1,0,0.0,35,2.8,79,6.3,50,4.0,121,9.7,4,0.3,31,2.5,1,0.1,524,42.1,94,7.6,13,1.0,261,21.0,1063,85.4,3,3.7,70,85.4,2011
0,0,0,0,0,0,39,81.3,9,18.8,48,100,0,0.0,3,1.1,10,20.8,0,0,0,0,'146905,2.9,7.4,14.8,0,2.8,0,0,0,7.7,50,0,0,0,0,0,0,0,33.3,508,0,0.0,0,0.0,78,15.4,3,0.5,375,73.8,31,6.1,37,7.3,36,7.1,32,6.3,41,8.1,41,8.1,30,5.9,35,6.9,47,9.3,50,9.8,37,7.3,39,7.7,0,0.0,18,3.5,33,6.5,19,3.7,26,5.1,1,0.2,0,0.0,0,0.0,265,52.2,58,11.4,9,1.8,161,31.7,394,77.6,7,14.6,38,79.2,2011
1,0.7,3,2.1,0,0,118,83.1,24,16.9,142,100,2,0.1,3,0.3,31,21.8,30,21.1,0,0,'146906,4.1,0.6,0,0,0.7,0,0,0,2.1,5,0,0,0,0,0,0,0,0,2142,7,0.3,276,12.9,426,19.9,51,2.1,1338,62.5,151,7.0,157,7.3,170,7.9,174,8.1,176,8.2,157,7.3,166,7.7,142,6.6,168,7.8,166,7.7,129,6.0,127,5.9,5,0.2,178,8.3,153,7.1,101,4.7,575,26.8,10,0.5,291,13.6,4,0.2,943,44.0,133,6.2,27,1.3,573,26.8,1093,51.0,13,9.2,77,54.2,2011
1,0.9,0,0,0,0,72,61.5,45,38.5,117,100,0,0.0,4,0.4,3,2.6,9,7.7,0,0,'146907,1.7,2.2,0.9,0,2.8,2.6,0,0,0,22.2,12.5,0,0,0,7.1,0,0,0,1904,2,0.1,20,1.1,16,0.8,63,2.9,905,47.5,146,7.7,127,6.7,148,7.8,121,6.4,148,7.8,158,8.3,171,9.0,139,7.3,157,8.2,170,8.9,141,7.4,134,7.0,1,0.1,53,2.8,101,5.3,42,2.2,114,6.0,11,0.6,22,1.2,0,0.0,683,35.9,133,7.0,18,0.9,385,20.2,1743,91.5,11,9.4,104,88.9,2011
0,0,0,0,0,0,12,92.3,1,7.7,13,100,0,0.0,1,0.9,2,15.4,5,38.5,0,0,'147901,12.5,21.1,0,0,0,0,0,0,8.7,0,20,0,.,0,0,0,0,0,300,0,0.0,38,12.7,77,25.7,3,0.9,253,84.3,27,9.0,29,9.7,19,6.3,28,9.3,19,6.3,21,7.0,28,9.3,14,4.7,19,6.3,15,5.0,15,5.0,16,5.3,0,0.0,3,1.0,32,10.7,18,6.0,144,48.0,1,0.3,40,13.3,0,0.0,174,58.0,45,15.0,9,3.0,48,16.0,69,23.0,2,15.4,6,46.2,2011
0,0,0,0,0,0,65,67,32,33,97,100,2,0.1,20,2.5,19,19.6,9,9.3,0,0,'147902,1.1,0.9,2,0,1.1,0,1.1,0,0,15.4,26.7,5.9,0,6.7,0,0,0,14.3,1577,7,0.4,54,3.4,187,11.9,13,0.7,923,58.5,104,6.6,104,6.6,128,8.1,118,7.5,124,7.9,107,6.8,124,7.9,108,6.8,131,8.3,132,8.4,112,7.1,95,6.0,1,0.1,117,7.4,105,6.7,84,5.3,304,19.3,9,0.6,56,3.6,1,0.1,586,37.2,204,12.9,30,1.9,316,20.0,1039,65.9,13,13.4,69,71.1,2011
2,1.4,1,0.7,0,0,108,76.6,33,23.4,141,100,0,0.0,24,2.3,51,36.2,24,17,1,0.7,'147903,5.8,4.3,6.1,0,1.6,0,0,1.5,0,17.6,5.9,0,18.2,0,0,0,0,9.1,2132,22,1.0,230,10.8,661,31.0,57,2.4,1581,74.2,161,7.6,167,7.8,152,7.1,145,6.8,132,6.2,142,6.7,147,6.9,136,6.4,194,9.1,143,6.7,124,5.8,137,6.4,1,0.0,66,3.1,159,7.5,192,9.0,807,37.9,1,0.0,246,11.5,0,0.0,1163,54.5,266,12.5,64,3.0,369,17.3,577,27.1,22,15.6,62,44,2011
0,0,0,0,0,0,20,83.3,4,16.7,24,100,0,0.0,0,0,0,0,14,58.3,2,8.3,'148901,4.8,0,0,0,0,0,0,0,5.3,0,.,0,0,0,0,0,0,0,388,0,0.0,74,19.1,0,0.0,0,0,261,67.3,41,10.6,25,6.4,26,6.7,31,8.0,24,6.2,26,6.7,28,7.2,26,6.7,26,6.7,26,6.7,26,6.7,22,5.7,1,0.3,32,8.2,34,8.8,26,6.7,250,64.4,4,1.0,74,19.1,0,0.0,151,38.9,30,7.7,2,0.5,125,32.2,132,34.0,3,12.5,8,33.3,2011
0,0,0,0,0,0,11,57.9,8,42.1,19,100,0,0.0,0,0,1,5.3,4,21.1,0,0,'148902,0,0,0,0,9.1,0,0,0,0,0,.,0,0,.,100,0,0,.,175,5,2.9,11,6.3,0,0.0,1,0.5,99,56.6,9,5.1,10,5.7,10,5.7,14,8.0,10,5.7,9,5.1,11,6.3,15,8.6,15,8.6,16,9.1,12,6.9,15,8.6,0,0.0,16,9.1,11,6.3,18,10.3,28,16.0,1,0.6,11,6.3,0,0.0,34,19.4,14,8.0,5,2.9,34,19.4,136,77.7,5,26.3,14,73.7,2011
0,0,0,0,0,0,0,0,6,100,6,100,0,0.0,0,0,0,0,1,16.7,0,0,'148903,0,0,0,0,0,0,0,0,0,.,0,0,.,0,0,0,.,0,101,0,0.0,2,2.0,0,0.0,0,0,70,69.3,10,9.9,6,5.9,8,7.9,6,5.9,2,2.0,8,7.9,6,5.9,7,6.9,3,3.0,5,5.0,3,3.0,7,6.9,0,0.0,5,5.0,9,8.9,21,20.8,16,15.8,1,1.0,2,2.0,0,0.0,47,46.5,14,13.9,0,0.0,24,23.8,84,83.2,3,50,5,83.3,2011
0,0,0,0,0,0,3,60,2,40,5,100,1,0.6,0,0,0,0,2,40,0,0,'148905,0,0,0,0,0,0,0,7.1,0,.,.,100,.,0,0,0,0,100,156,0,0.0,4,2.6,0,0.0,0,0,108,69.2,9,5.8,11,7.1,6,3.8,10,6.4,17,10.9,17,10.9,7,4.5,9,5.8,18,11.5,16,10.3,7,4.5,7,4.5,0,0.0,12,7.7,9,5.8,13,8.3,64,41.0,1,0.6,4,2.6,0,0.0,73,46.8,13,8.3,10,6.4,57,36.5,81,51.9,1,20,3,60,2011
0,0,0,0,0,0,69,72.6,26,27.4,95,100,0,0.0,0,0,0,0,35,36.8,0,0,'149901,7.9,0,0,0,5.5,0,6.7,0,4.2,25,0,0,0,8.3,0,0,0,0,1091,1,0.1,20,1.8,9,0.8,14,1.1,573,52.5,78,7.1,65,6.0,95,8.7,86,7.9,79,7.2,85,7.8,94,8.6,76,7.0,89,8.2,98,9.0,72,6.6,69,6.3,1,0.1,115,10.5,87,8.0,17,1.6,587,53.8,4,0.4,22,2.0,0,0.0,302,27.7,104,9.5,12,1.1,317,29.1,478,43.8,10,10.5,60,63.2,2011
0,0,1,2.1,0,0,39,81.3,9,18.8,48,100,1,0.1,1,0.3,0,0,20,41.7,0,0,'149902,0,0,2.2,0,0,0,5.3,0,3.9,0,50,0,0,0,0,0,0,0,600,4,0.7,30,5.0,4,0.7,6,0.9,332,55.3,52,8.7,39,6.5,42,7.0,50,8.3,53,8.8,42,7.0,37,6.2,39,6.5,46,7.7,50,8.3,56,9.3,51,8.5,0,0.0,36,6.0,33,5.5,10,1.7,342,57.0,0,0.0,30,5.0,0,0.0,243,40.5,55,9.2,3,0.5,195,32.5,247,41.2,7,14.6,27,56.3,2011
2,1.8,1,0.9,0,0,88,80.7,21,19.3,109,100,0,0.0,1,0.1,1,0.9,18,16.5,3,2.8,'150901,2.4,4.1,1.5,0.9,0,1.9,0,1.5,7.2,16.7,0,0,0,0,0,0,10,7.1,1908,11,0.6,65,3.4,12,0.6,85,4,1122,58.8,132,6.9,144,7.5,171,9.0,150,7.9,148,7.8,134,7.0,124,6.5,159,8.3,167,8.8,129,6.8,106,5.6,110,5.8,8,0.4,176,9.2,150,7.9,76,4.0,362,19.0,10,0.5,66,3.5,0,0.0,760,39.8,194,10.2,38,2.0,620,32.5,1475,77.3,23,21.1,84,77.1,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'152802,0,0,0,0,0,0,0,0,0,0,0,0,0,.,0,0,.,16.7,205,0,0.0,0,0.0,117,57.1,0,0,180,87.8,28,13.7,19,9.3,21,10.2,11,5.4,18,8.8,9,4.4,10,4.9,5,2.4,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,29,14.1,55,26.8,84,41.0,0,0.0,0,0.0,0,0.0,53,25.9,24,11.7,4,2.0,0,0.0,0,0.0,0,.,0,.,2011
0,0,0,0,0,0,71,76.3,22,23.7,93,100,3,0.6,0,0,10,10.8,68,73.1,0,0,'152803,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,207,0,0.0,0,0.0,29,14.0,0,0,172,83.1,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,0,0.0,40,19.3,28,13.5,64,30.9,75,36.2,0,0.0,0,0.0,0,0.0,0,0.0,161,77.8,2,1.0,0,0.0,0,0.0,203,98.1,31,15.0,1,0.5,34,16.4,14,6.8,22,23.7,15,16.1,2011
0,.,0,.,0,.,0,.,0,.,0,.,0,0.0,0,0,0,.,0,.,0,.,'152805,9.1,6.9,0,0,0,0,0,0,8.8,33.3,.,25,0,0,0,0,0,0,668,1,0.1,13,1.9,107,16.0,0,0,493,73.8,84,12.6,72,10.8,68,10.2,65,9.7,63,9.4,66,9.9,65,9.7,48,7.2,12,1.8,20,3.0,12,1.8,0,0.0,0,0.0,33,4.9,93,13.9,0,0.0,384,57.5,3,0.4,13,1.9,0,0.0,147,22.0,36,5.4,10,1.5,0,0.0,163,24.4,0,.,0,.,2011
16,1,34,2.1,1,0.1,1308,80.1,325,19.9,1633,100,46,0.1,10,0.1,197,12.1,730,44.7,7,0.4,'152901,5.5,3.4,2.6,1.4,1.6,0.3,0.2,0.5,3,12.5,5,3.6,1.2,1.7,0.4,0.8,2.5,15.9,28680,469,1.6,790,2.8,3811,13.3,663,2.1,18090,63.1,2477,8.6,2368,8.3,2295,8.0,2192,7.6,2203,7.7,1993,6.9,2058,7.2,2108,7.4,2040,7.1,1916,6.7,1687,5.9,1643,5.7,83,0.3,820,2.9,2344,8.2,1273,4.4,15460,53.9,120,0.4,878,3.1,17,0.1,9400,32.8,3328,11.6,467,1.6,5553,19.4,8336,29.1,139,8.5,648,39.7,2011
0,0,0,0,0,0,30,71.4,12,28.6,42,100,1,0.1,0,0,3,7.1,17,40.5,0,0,'152902,2.8,2.6,3.6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,33.3,732,0,0.0,10,1.4,13,1.8,9,1.1,421,57.5,54,7.4,46,6.3,49,6.7,62,8.5,56,7.7,64,8.7,50,6.8,57,7.8,58,7.9,53,7.2,50,6.8,54,7.4,0,0.0,28,3.8,51,7.0,28,3.8,367,50.1,0,0.0,10,1.4,0,0.0,327,44.7,91,12.4,12,1.6,213,29.1,340,46.4,12,28.6,22,52.4,2011
1,1.6,0,0,0,0,52,81.3,12,18.8,64,100,0,0.0,3,0.5,4,6.3,37,57.8,0,0,'152903,0.9,0,0,0,2.2,1.2,2.3,1.2,0,27.3,0,0,11.8,8.3,0,0,0,0,1282,1,0.1,54,4.2,74,5.8,35,2.4,958,74.7,108,8.4,109,8.5,96,7.5,103,8.0,89,6.9,97,7.6,84,6.6,89,6.9,96,7.5,81,6.3,79,6.2,72,5.6,8,0.6,56,4.4,100,7.8,71,5.5,861,67.2,4,0.3,56,4.4,0,0.0,527,41.1,130,10.1,15,1.2,399,31.1,327,25.5,8,12.5,22,34.4,2011
15,11.5,2,1.5,0,0,103,79.2,27,20.8,130,100,0,0.0,0,0,0,0,37,28.5,0,0,'152906,4.9,2.7,2,2,0,0.4,0,0.4,4.8,13.8,10,6.1,0,0,0,0,0,31.3,4033,55,1.4,133,3.3,48,1.2,50,1.2,1638,40.6,364,9.0,375,9.3,349,8.7,342,8.5,293,7.3,323,8.0,287,7.1,270,6.7,272,6.7,266,6.6,209,5.2,164,4.1,11,0.3,93,2.3,367,9.1,141,3.5,1349,33.4,21,0.5,134,3.3,1,0.0,1309,32.5,390,9.7,117,2.9,799,19.8,2442,60.6,19,14.6,76,58.5,2011
11,2.6,11,2.6,0,0,369,87.9,51,12.1,420,100,0,0.0,1,0,21,5,125,29.8,4,1,'152907,5.6,1.5,3,1.7,0.9,0.2,0,0.2,6.2,11.9,6.9,4.2,0,1.8,4,0,2.4,34.2,7492,194,2.6,214,2.9,299,4.0,172,2.2,2804,37.4,616,8.2,612,8.2,620,8.3,652,8.7,587,7.8,625,8.3,543,7.2,544,7.3,518,6.9,505,6.7,468,6.2,402,5.4,22,0.3,636,8.5,624,8.3,154,2.1,2723,36.3,29,0.4,219,2.9,18,0.2,1936,25.8,559,7.5,149,2.0,1978,26.4,4080,54.5,23,5.5,248,59,2011
